,ID,gene,TU,Sigma70,Sigma32,Sigma38,Sigma24,Sigma28,Sigma54,Sigma19,unknown
323,b0247,ykfG,ykfBF-yafX-ykfGH-yafW-ykfI,0,0,0,0,1,0,0,0
324,b0247,ykfG,ykfBF-yafX-ykfGH-yafW-ykfI,0,0,0,0,1,0,0,0
325,b0248,yafX,ykfBF-yafX-ykfGH-yafW-ykfI,0,0,0,0,1,0,0,0
326,b0248,yafX,ykfBF-yafX-ykfGH-yafW-ykfI,0,0,0,0,1,0,0,0
327,b0249,ykfF,ykfBF-yafX-ykfGH-yafW-ykfI,0,0,0,0,1,0,0,0
328,b0249,ykfF,ykfBF-yafX-ykfGH-yafW-ykfI,0,0,0,0,1,0,0,0
329,b0250,ykfB,ykfBF-yafX-ykfGH-yafW-ykfI,0,0,0,0,1,0,0,0
330,b0250,ykfB,ykfBF-yafX-ykfGH-yafW-ykfI,0,0,0,0,1,0,0,0
331,b0252,yafZ,yafZ,0,0,0,0,0,0,0,1
332,b0273,argF,argF,1,0,0,0,0,0,0,0
333,b0277,yagK,yagK,1,0,0,0,0,0,0,0
334,b0289,ecpE,ecpBCDE,0,0,0,0,0,0,0,1
335,b0289,ecpE,ecpBCDE,0,0,0,0,0,0,0,1
336,b0290,ecpD,ecpBCDE,0,0,0,0,0,0,0,1
337,b0290,ecpD,ecpBCDE,0,0,0,0,0,0,0,1
338,b0291,ecpC,ecpBCDE,0,0,0,0,0,0,0,1
339,b0291,ecpC,ecpBCDE,0,0,0,0,0,0,0,1
340,b0292,ecpB,ecpBCDE,0,0,0,0,0,0,0,1
341,b0292,ecpB,ecpBCDE,0,0,0,0,0,0,0,1
342,b0293,ecpA,ecpA,1,0,0,0,0,0,0,0
343,b0294,ecpR,ecpR,0,0,0,1,0,0,0,0
344,b4506,ykgO,ykgMO,1,0,0,0,0,0,0,0
345,b0296,ykgM,ykgMO,1,0,0,0,0,0,0,0
346,b4671,ykgR,ykgR,1,0,0,0,0,0,0,0
347,b0301,rclC,rclABC,0,0,0,1,0,0,0,0
348,b0303,rclB,rclABC,0,0,0,1,0,0,0,0
349,b0304,rclA,rclABC,0,0,0,1,0,0,0,0
350,b0311,betA,betIBA,1,0,0,0,0,0,0,0
351,b0312,betB,betIBA,1,0,0,0,0,0,0,0
352,b0313,betI,betIBA,1,0,0,0,0,0,0,0
353,b0314,betT,betT,1,0,0,0,0,0,0,0
354,b0315,yahA,pdeL,1,0,0,0,0,0,0,0
355,b0315,yahA,pdeL,1,0,0,0,0,0,0,0
356,b0319,yahE,yahE,0,0,0,0,0,1,0,0
357,b0329,yahO,yahO,0,0,0,0,0,0,0,1
358,b0330,prpR,prpR,1,0,0,0,0,0,0,0
359,b0331,prpB,prpBCDE,0,0,0,0,0,1,0,0
360,b0333,prpC,prpBCDE,0,0,0,0,0,1,0,0
361,b0334,prpD,prpBCDE,0,0,0,0,0,1,0,0
362,b0335,prpE,prpBCDE,0,0,0,0,0,1,0,0
363,b0336,codB,codBA,1,0,0,0,0,0,0,0
364,b0337,codA,codBA,1,0,0,0,0,0,0,0
365,b0338,cynR,cynR,1,0,0,0,0,0,0,0
366,b0339,cynT,cynTSX,1,0,0,0,0,0,0,0
367,b0339,cynT,cynTS,1,0,0,0,0,0,0,0
368,b0340,cynS,cynTSX,1,0,0,0,0,0,0,0
369,b0340,cynS,cynTS,1,0,0,0,0,0,0,0
370,b0341,cynX,cynTSX,1,0,0,0,0,0,0,0
371,b0342,lacA,lacZYA,0,0,0,0,0,0,0,1
372,b0342,lacA,lacZYA,0,0,0,0,0,0,0,1
373,b0342,lacA,lacZYA,0,0,0,0,0,0,0,1
374,b0342,lacA,lacZYA,1,0,0,0,0,0,0,0
375,b0343,lacY,lacZYA,0,0,0,0,0,0,0,1
376,b0343,lacY,lacZYA,0,0,0,0,0,0,0,1
377,b0343,lacY,lacZYA,0,0,0,0,0,0,0,1
378,b0343,lacY,lacZYA,1,0,0,0,0,0,0,0
379,b0344,lacZ,lacZYA,0,0,0,0,0,0,0,1
380,b0344,lacZ,lacZYA,0,0,0,0,0,0,0,1
381,b0344,lacZ,lacZYA,0,0,0,0,0,0,0,1
382,b0344,lacZ,lacZYA,1,0,0,0,0,0,0,0
383,b0345,lacI,mhpR-lacI,1,0,0,0,0,0,0,0
384,b0345,lacI,lacI,0,0,0,0,0,0,0,1
385,b0345,lacI,mhpR-lacI,1,0,0,0,0,0,0,0
386,b0346,mhpR,mhpR-lacI,1,0,0,0,0,0,0,0
387,b0346,mhpR,mhpR-lacI,1,0,0,0,0,0,0,0
388,b0347,mhpA,mhpABCDFE,1,0,0,0,0,0,0,0
389,b0348,mhpB,mhpABCDFE,1,0,0,0,0,0,0,0
390,b0349,mhpC,mhpABCDFE,1,0,0,0,0,0,0,0
391,b0350,mhpD,mhpABCDFE,1,0,0,0,0,0,0,0
392,b0351,mhpF,mhpABCDFE,1,0,0,0,0,0,0,0
393,b0352,mhpE,mhpABCDFE,1,0,0,0,0,0,0,0
394,b0353,mhpT,mhpT,0,1,0,0,0,0,0,0
395,b0365,tauA,tauABCD,0,0,0,0,0,0,0,1
396,b0366,tauB,tauABCD,0,0,0,0,0,0,0,1
397,b0367,tauC,tauABCD,0,0,0,0,0,0,0,1
398,b0368,tauD,tauABCD,0,0,0,0,0,0,0,1
399,b0369,hemB,hemB,1,0,0,0,0,0,0,0
400,b0376,ampH,ampH,0,0,0,0,0,0,0,1
401,b0376,ampH,ampH,0,0,0,0,0,0,0,1
402,b0377,sbmA,sbmA-yaiW,0,0,0,1,0,0,0,0
403,b0378,yaiW,sbmA-yaiW,0,0,0,1,0,0,0,0
404,b0380,yaiZ,yaiZ,0,0,0,0,0,0,0,1
405,b0382,iraP,iraP,1,0,0,0,0,0,0,0
406,b0382,iraP,iraP,0,0,0,0,0,0,0,1
407,b0383,phoA,phoA-psiF,1,0,0,0,0,0,0,0
408,b0384,psiF,phoA-psiF,1,0,0,0,0,0,0,0
409,b0385,yaiC,dgcC,0,0,1,0,0,0,0,0
410,b0386,proC,proC,0,0,0,0,0,0,0,1
411,b0388,aroL,aroL-yaiA-aroM,1,0,0,0,0,0,0,0
412,b0388,aroL,aroL-yaiA-aroM,0,0,0,0,0,0,0,1
413,b0389,yaiA,aroL-yaiA-aroM,1,0,0,0,0,0,0,0
414,b0389,yaiA,aroL-yaiA-aroM,0,0,0,0,0,0,0,1
415,b0390,aroM,aroL-yaiA-aroM,1,0,0,0,0,0,0,0
416,b0390,aroM,aroL-yaiA-aroM,0,0,0,0,0,0,0,1
417,b0391,yaiE,ppnP,0,0,0,0,0,0,0,1
418,b0392,ykiA,ykiA,0,0,0,0,0,0,0,1
419,b0396,araJ,araJ,1,0,0,0,0,0,0,0
420,b0397,sbcC,sbcDC,1,0,0,0,0,0,0,0
421,b0398,sbcD,sbcDC,1,0,0,0,0,0,0,0
422,b0399,phoB,phoBR,1,0,0,0,0,0,0,0
423,b0400,phoR,phoBR,1,0,0,0,0,0,0,0
424,b0401,brnQ,brnQ-proY,0,0,0,0,0,0,0,1
425,b0402,proY,brnQ-proY,0,0,0,0,0,0,0,1
426,b0403,malZ,malZ,0,0,0,0,0,0,0,1
427,b0405,queA,queA,0,0,0,0,0,0,0,1
428,b0406,tgt,tgt-yajC,0,0,0,0,0,0,0,1
429,b0407,yajC,yajC-secDF,0,0,0,0,0,0,0,1
430,b0407,yajC,tgt-yajC,0,0,0,0,0,0,0,1
431,b0408,secD,yajC-secDF,0,0,0,0,0,0,0,1
432,b0409,secF,yajC-secDF,0,0,0,0,0,0,0,1
433,b0411,tsx,tsx,1,0,0,0,0,0,0,0
434,b0411,tsx,tsx,1,0,0,0,0,0,0,0
435,b0413,nrdR,nrdR-ribDE-nusB-thiL-pgpA,1,0,0,0,0,0,0,0
436,b0414,ribD,nrdR-ribDE-nusB-thiL-pgpA,1,0,0,0,0,0,0,0
437,b0415,ribE,nrdR-ribDE-nusB-thiL-pgpA,1,0,0,0,0,0,0,0
438,b0415,ribE,ribE-nusB-thiL-pgpA,0,1,0,0,0,0,0,0
439,b0416,nusB,nrdR-ribDE-nusB-thiL-pgpA,1,0,0,0,0,0,0,0
440,b0416,nusB,ribE-nusB-thiL-pgpA,0,1,0,0,0,0,0,0
441,b0417,thiL,nrdR-ribDE-nusB-thiL-pgpA,1,0,0,0,0,0,0,0
442,b0417,thiL,ribE-nusB-thiL-pgpA,0,1,0,0,0,0,0,0
443,b0418,pgpA,nrdR-ribDE-nusB-thiL-pgpA,1,0,0,0,0,0,0,0
444,b0418,pgpA,ribE-nusB-thiL-pgpA,0,1,0,0,0,0,0,0
445,b0419,yajO,xseB-ispA-dxs-yajO,1,0,0,0,0,0,0,0
446,b0420,dxs,xseB-ispA-dxs-yajO,1,0,0,0,0,0,0,0
447,b0421,ispA,xseB-ispA-dxs-yajO,1,0,0,0,0,0,0,0
448,b0422,xseB,xseB-ispA-dxs-yajO,1,0,0,0,0,0,0,0
449,b0423,thiI,thiI,0,0,0,0,0,0,0,1
450,b0426,yajQ,yajQ,0,0,0,0,0,0,0,1
451,b0427,yajR,yajR,0,0,0,0,0,0,0,1
452,b0428,cyoE,cyoABCDE,1,0,0,0,0,0,0,0
453,b0429,cyoD,cyoABCDE,1,0,0,0,0,0,0,0
454,b0430,cyoC,cyoABCDE,1,0,0,0,0,0,0,0
455,b0431,cyoB,cyoABCDE,1,0,0,0,0,0,0,0
456,b0432,cyoA,cyoABCDE,1,0,0,0,0,0,0,0
457,b0433,ampG,yajG-ampG,1,0,0,0,0,0,0,0
458,b0434,yajG,yajG,1,0,0,0,0,0,0,0
459,b0434,yajG,yajG-ampG,1,0,0,0,0,0,0,0
460,b0435,bolA,bolA,1,0,1,0,0,0,0,0
461,b0435,bolA,bolA,1,0,0,0,0,0,0,0
462,b0436,tig,tig,0,0,0,0,0,0,0,1
463,b0436,tig,tig,0,0,0,0,0,0,0,1
464,b0437,clpP,clpPX,1,0,0,0,0,0,0,0
465,b0437,clpP,clpPX,0,0,0,0,0,0,0,1
466,b0437,clpP,clpPX,0,1,0,0,0,0,0,0
467,b0438,clpX,clpPX,1,0,0,0,0,0,0,0
468,b0438,clpX,clpPX,0,0,0,0,0,0,0,1
469,b0438,clpX,clpX-lon,0,0,0,1,0,0,0,0
470,b0438,clpX,clpPX,0,1,0,0,0,0,0,0
471,b0439,lon,lon,1,1,0,0,0,0,0,0
472,b0439,lon,clpX-lon,0,0,0,1,0,0,0,0
473,b0440,hupB,hupB,0,0,0,0,0,0,0,1
474,b0440,hupB,hupB,1,0,0,0,0,0,0,0
475,b0440,hupB,hupB,1,0,0,0,0,0,0,0
476,b0440,hupB,hupB,0,0,0,0,0,0,0,1
477,b0441,ppiD,ppiD,0,1,0,0,0,0,0,0
478,b0441,ppiD,ppiD,1,0,0,0,0,0,0,0
479,b0443,fadM,fadM,0,0,0,1,0,0,0,0
480,b0447,ybaO,decR,1,0,0,0,0,0,0,0
481,b0450,glnK,glnK-amtB,0,0,0,0,0,1,0,0
482,b0451,amtB,glnK-amtB,0,0,0,0,0,1,0,0
483,b0452,tesB,tesB,0,0,0,0,0,0,0,1
484,b0458,ylaC,ylaC,0,0,0,0,0,0,0,1
485,b0460,hha,tomB-hha,1,0,0,0,0,0,0,0
486,b0461,tomB,tomB-hha,1,0,0,0,0,0,0,0
487,b0462,acrB,acrAB,1,0,0,0,0,0,0,0
488,b0462,acrB,acrB,0,0,0,0,0,0,0,1
489,b0463,acrA,acrAB,1,0,0,0,0,0,0,0
490,b0464,acrR,acrR,1,0,0,0,0,0,0,0
491,b0465,mscK,mscK,0,0,0,0,0,0,0,1
492,b0469,apt,apt,1,0,0,0,0,0,0,0
493,b0470,dnaX,dnaX,0,0,0,0,0,0,0,1
494,b0471,ybaB,ybaB-recR,0,0,0,1,0,0,0,0
495,b0472,recR,ybaB-recR,0,0,0,1,0,0,0,0
496,b0473,htpG,htpG,0,1,0,0,0,0,0,0
497,b0473,htpG,htpG,0,1,0,0,0,0,0,0
498,b0473,htpG,htpG,0,0,0,0,0,1,0,0
499,b0474,adk,adk,0,0,0,0,0,0,0,1
500,b0475,hemH,hemH,1,0,0,0,0,0,0,0
501,b0476,aes,aes,0,0,0,0,0,0,0,1
502,b0478,ybaL,ybaL,0,0,0,0,0,0,0,1
503,b4585,chiX,chiX,1,0,0,0,0,0,0,0
504,b0483,ybaQ,ybaQ,0,0,0,0,0,0,0,1
505,b0484,copA,copA,1,0,0,0,0,0,0,0
506,b0485,glsA,glsA-ybaT,0,0,0,0,0,0,0,1
507,b0486,ybaT,glsA-ybaT,0,0,0,0,0,0,0,1
508,b0488,ybbJ,qmcA-ybbJ,0,0,0,0,0,0,0,1
509,b0489,qmcA,qmcA-ybbJ,0,0,0,0,0,0,0,1
510,b0490,fetA,fetAB,0,0,0,0,0,0,0,1
511,b0491,fetB,fetAB,0,0,0,0,0,0,0,1
512,b0492,ybbN,ybbN,0,1,0,0,0,0,0,0
513,b0493,ybbO,tesA-ybbO,0,0,0,0,0,0,0,1
514,b0494,tesA,tesA-ybbO,0,0,0,0,0,0,0,1
515,b0504,allS,allS,0,0,0,0,0,0,0,1
516,b0505,allA,allA,0,0,0,0,0,0,0,1
517,b0507,gcl,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,1,0,0,0,0,0,0,0
518,b0508,hyi,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,1,0,0,0,0,0,0,0
519,b0509,glxR,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,1,0,0,0,0,0,0,0
520,b0511,ybbW,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,1,0,0,0,0,0,0,0
521,b0512,allB,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,1,0,0,0,0,0,0,0
522,b0513,ybbY,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,1,0,0,0,0,0,0,0
523,b0513,ybbY,ybbY-glxK,0,0,0,0,0,0,0,1
524,b0514,glxK,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,1,0,0,0,0,0,0,0
525,b0514,glxK,ybbY-glxK,0,0,0,0,0,0,0,1
526,b0515,allE,allDCE,1,0,0,0,0,0,0,0
527,b0516,allC,allDCE,1,0,0,0,0,0,0,0
528,b0517,allD,allDCE,1,0,0,0,0,0,0,0
529,b0522,purK,purEK,1,0,0,0,0,0,0,0
530,b0523,purE,purEK,1,0,0,0,0,0,0,0
531,b0526,cysS,cysS,0,0,0,0,0,0,0,1
532,b0528,ybcJ,folD-ybcJ,0,0,0,0,0,0,0,1
533,b0529,folD,folD-ybcJ,0,0,0,0,0,0,0,1
534,b0536,argU,argU,1,0,0,0,0,0,0,0
535,b0553,nmpC,nmpC,0,0,0,0,0,0,0,1
536,b0554,essD,essD-rrrD-rzpD,0,0,0,1,0,0,0,0
537,b0555,rrrD,essD-rrrD-rzpD,0,0,0,1,0,0,0,0
538,b0556,rzpD,essD-rrrD-rzpD,0,0,0,1,0,0,0,0
539,b0557,borD,borD,0,0,0,0,0,0,0,1
540,b0564,appY,appY,1,0,0,0,0,0,0,0
541,b0564,appY,appY,0,0,1,0,0,0,0,0
542,b0565,ompT,ompT,0,0,0,0,0,0,0,1
543,b0570,cusS,cusRS,1,0,0,0,0,0,0,0
544,b0571,cusR,cusRS,1,0,0,0,0,0,0,0
545,b0572,cusC,cusCFBA,1,0,0,0,0,0,0,0
546,b0573,cusF,cusCFBA,1,0,0,0,0,0,0,0
547,b0574,cusB,cusCFBA,1,0,0,0,0,0,0,0
548,b0575,cusA,cusCFBA,1,0,0,0,0,0,0,0
549,b0576,pheP,pheP,1,0,0,0,0,0,0,0
550,b0578,nfsB,nfsB,1,0,0,0,0,0,0,0
551,b4415,hokE,hokE,0,0,0,1,0,0,0,0
552,b0583,entD,fepA-entD,1,0,0,0,0,0,0,0
553,b0584,fepA,fepA-entD,1,0,0,0,0,0,0,0
554,b0585,fes,fes-ybdZ-entF-fepE,1,0,0,0,0,0,0,0
555,b4511,ybdZ,fes-ybdZ-entF-fepE,1,0,0,0,0,0,0,0
556,b0586,entF,fes-ybdZ-entF-fepE,1,0,0,0,0,0,0,0
557,b0587,fepE,fes-ybdZ-entF-fepE,1,0,0,0,0,0,0,0
558,b0588,fepC,fepDGC,1,0,0,0,0,0,0,0
559,b0588,fepC,fepDGC,1,0,0,0,0,0,0,0
560,b0589,fepG,fepDGC,1,0,0,0,0,0,0,0
561,b0589,fepG,fepDGC,1,0,0,0,0,0,0,0
562,b0590,fepD,fepDGC,1,0,0,0,0,0,0,0
563,b0590,fepD,fepDGC,1,0,0,0,0,0,0,0
564,b0591,entS,entS,1,0,0,0,0,0,0,0
565,b0591,entS,entS,1,0,0,0,0,0,0,0
566,b0592,fepB,fepB,1,0,0,0,0,0,0,0
567,b0593,entC,entCEBAH,1,0,0,0,0,0,0,0
568,b0594,entE,entCEBAH,1,0,0,0,0,0,0,0
569,b0595,entB,entCEBAH,1,0,0,0,0,0,0,0
570,b0596,entA,entCEBAH,1,0,0,0,0,0,0,0
571,b0597,entH,entCEBAH,1,0,0,0,0,0,0,0
572,b0597,entH,entH,0,0,0,0,0,0,0,1
573,b0598,cstA,cstA,1,0,0,0,0,0,0,0
574,b0598,cstA,cstA,1,0,0,0,0,0,0,0
575,b0598,cstA,cstA,0,0,0,0,0,0,0,1
576,b0602,ybdN,ybdN,1,0,0,0,0,0,0,0
577,b0604,dsbG,dsbG,0,0,0,0,0,0,0,1
578,b0605,ahpC,ahpCF,1,0,0,0,0,0,0,0
579,b0605,ahpC,ahpCF,1,0,0,0,0,0,0,0
580,b0606,ahpF,ahpCF,1,0,0,0,0,0,0,0
581,b0606,ahpF,ahpF,0,0,0,1,0,0,0,0
582,b0606,ahpF,ahpCF,1,0,0,0,0,0,0,0
583,b0607,uspG,uspG,0,0,0,0,0,0,0,1
584,b0611,rna,rna,0,0,0,0,0,0,0,1
585,b0613,citG,citCDEFXG,0,0,0,0,0,0,0,1
586,b0613,citG,citCDEFXG,0,0,0,0,0,0,0,1
587,b0614,citX,citCDEFXG,0,0,0,0,0,0,0,1
588,b0614,citX,citCDEFXG,0,0,0,0,0,0,0,1
589,b0615,citF,citCDEFXG,0,0,0,0,0,0,0,1
590,b0615,citF,citCDEFXG,0,0,0,0,0,0,0,1
591,b0616,citE,citCDEFXG,0,0,0,0,0,0,0,1
592,b0616,citE,citCDEFXG,0,0,0,0,0,0,0,1
593,b0617,citD,citCDEFXG,0,0,0,0,0,0,0,1
594,b0617,citD,citCDEFXG,0,0,0,0,0,0,0,1
595,b0618,citC,citCDEFXG,0,0,0,0,0,0,0,1
596,b0618,citC,citCDEFXG,0,0,0,0,0,0,0,1
597,b0619,citA,dpiBA,0,0,0,0,0,0,0,1
598,b0619,citA,dpiBA,0,0,0,0,0,0,0,1
599,b0620,citB,dpiBA,0,0,0,0,0,0,0,1
600,b0620,citB,dpiBA,0,0,0,0,0,0,0,1
601,b0621,dcuC,dcuC,0,0,0,0,0,0,0,1
602,b0622,pagP,pagP,0,0,0,0,0,0,0,1
603,b0623,cspE,cspE,1,0,0,0,0,0,0,0
604,b0623,cspE,cspE,1,0,0,0,0,0,0,0
605,b0628,lipA,lipA,0,0,0,0,0,0,0,1
606,b0630,lipB,ybeD-lipB,1,1,0,0,0,0,0,0
607,b0631,ybeD,ybeD-lipB,1,1,0,0,0,0,0,0
608,b0633,rlpA,rsfS-rlmH-mrdAB-rlpA,0,0,0,0,0,0,0,1
609,b0634,mrdB,rsfS-rlmH-mrdAB-rlpA,0,0,0,0,0,0,0,1
610,b0635,mrdA,rsfS-rlmH-mrdAB-rlpA,0,0,0,0,0,0,0,1
611,b0636,rlmH,rsfS-rlmH-mrdAB-rlpA,0,0,0,0,0,0,0,1
612,b0637,rsfS,rsfS-rlmH-mrdAB-rlpA,0,0,0,0,0,0,0,1
613,b0643,ybeL,ybeL,0,0,0,0,0,0,0,1
614,b0652,gltL,gltI-sroC-gltJKL,1,0,0,0,0,0,0,0
615,b0653,gltK,gltI-sroC-gltJKL,1,0,0,0,0,0,0,0
616,b0654,gltJ,gltI-sroC-gltJKL,1,0,0,0,0,0,0,0
617,b0655,gltI,gltI-sroC-gltJKL,1,0,0,0,0,0,0,0
618,b0657,lnt,ybeZYX-lnt,0,1,0,0,0,0,0,0
619,b0658,ybeX,ybeZYX-lnt,0,1,0,0,0,0,0,0
620,b0659,ybeY,ybeZYX-lnt,0,1,0,0,0,0,0,0
621,b0660,ybeZ,ybeZYX-lnt,0,1,0,0,0,0,0,0
622,b0664,glnX,metT-leuW-glnUW-metU-glnVX,1,0,0,0,0,0,0,0
623,b0665,glnV,metT-leuW-glnUW-metU-glnVX,1,0,0,0,0,0,0,0
624,b0666,metU,metT-leuW-glnUW-metU-glnVX,1,0,0,0,0,0,0,0
625,b0668,glnW,metT-leuW-glnUW-metU-glnVX,1,0,0,0,0,0,0,0
626,b0670,glnU,metT-leuW-glnUW-metU-glnVX,1,0,0,0,0,0,0,0
627,b0672,leuW,metT-leuW-glnUW-metU-glnVX,1,0,0,0,0,0,0,0
628,b0673,metT,metT-leuW-glnUW-metU-glnVX,1,0,0,0,0,0,0,0
629,b0674,asnB,asnB,0,0,0,0,0,0,0,1
630,b0675,umpH,umpH,0,0,0,0,0,0,0,1
631,b0675,umpH,nagBAC-umpH,1,0,0,0,0,0,0,0
632,b0676,nagC,nagBAC-umpH,1,0,0,0,0,0,0,0
633,b0676,nagC,nagC,1,0,0,0,0,0,0,0
634,b0676,nagC,nagC,1,0,0,0,0,0,0,0
635,b0677,nagA,nagBAC-umpH,1,0,0,0,0,0,0,0
636,b0677,nagA,nagA,0,0,0,0,0,0,0,1
637,b0678,nagB,nagBAC-umpH,1,0,0,0,0,0,0,0
638,b0679,nagE,nagE,1,0,0,0,0,0,0,0
639,b0680,glnS,glnS,0,0,0,0,0,0,0,1
640,b0680,glnS,glnS,1,1,0,0,0,0,0,0
641,b0681,chiP,chiPQ,0,0,0,0,0,0,0,1
642,b0682,chiQ,chiPQ,0,0,0,0,0,0,0,1
643,b0683,fur,uof-fur,0,0,0,0,0,0,0,1
644,b0683,fur,fldA-uof-fur,0,0,0,0,0,0,0,1
645,b0683,fur,fur,1,0,0,0,0,0,0,0
646,b0683,fur,fur,1,0,0,0,0,0,0,0
647,b4637,uof,uof-fur,0,0,0,0,0,0,0,1
648,b4637,uof,fldA-uof-fur,0,0,0,0,0,0,0,1
649,b0684,fldA,fldA-uof-fur,0,0,0,0,0,0,0,1
650,b0685,ybfE,ybfE,0,1,0,0,0,0,0,0
651,b0687,seqA,seqA-pgm,0,0,0,0,0,0,0,1
652,b0688,pgm,seqA-pgm,0,0,0,0,0,0,0,1
653,b0691,ybfG,ybfHG,0,0,0,1,0,0,0,0
654,b0696,kdpC,kdpFABC,1,0,0,0,0,0,0,0
655,b0697,kdpB,kdpFABC,1,0,0,0,0,0,0,0
656,b0698,kdpA,kdpFABC,1,0,0,0,0,0,0,0
657,b4513,kdpF,kdpFABC,1,0,0,0,0,0,0,0
658,b0707,ybgA,ybgA-phr,0,0,1,0,0,0,0,0
659,b0707,ybgA,ybgA-phr,0,0,1,0,0,0,0,0
660,b0708,phr,ybgA-phr,0,0,1,0,0,0,0,0
661,b0708,phr,phr,0,0,0,0,0,0,0,1
662,b0708,phr,ybgA-phr,0,0,1,0,0,0,0,0
663,b0710,ybgI,ybgI-pxpBCA-nei,0,0,0,0,0,0,0,1
664,b0710,ybgI,ybgI-pxpBCA-nei,0,0,0,0,0,0,0,1
665,b0711,ybgJ,ybgI-pxpBCA-nei,0,0,0,0,0,0,0,1
666,b0711,ybgJ,ybgI-pxpBCA-nei,0,0,0,0,0,0,0,1
667,b0712,ybgK,ybgI-pxpBCA-nei,0,0,0,0,0,0,0,1
668,b0712,ybgK,ybgI-pxpBCA-nei,0,0,0,0,0,0,0,1
669,b0713,ybgL,ybgI-pxpBCA-nei,0,0,0,0,0,0,0,1
670,b0713,ybgL,ybgI-pxpBCA-nei,0,0,0,0,0,0,0,1
671,b0714,nei,ybgI-pxpBCA-nei,0,0,0,0,0,0,0,1
672,b0714,nei,ybgI-pxpBCA-nei,0,0,0,0,0,0,0,1
673,b0720,gltA,gltA,1,0,0,0,0,0,0,0
674,b0720,gltA,gltA,0,0,0,0,0,0,0,1
675,b0721,sdhC,sdhCDAB-sucABCD,1,0,0,0,0,0,0,0
676,b0722,sdhD,sdhDAB,1,0,0,0,0,0,0,0
677,b0722,sdhD,sdhCDAB-sucABCD,1,0,0,0,0,0,0,0
678,b0723,sdhA,sdhDAB,1,0,0,0,0,0,0,0
679,b0723,sdhA,sdhCDAB-sucABCD,1,0,0,0,0,0,0,0
680,b0724,sdhB,sdhDAB,1,0,0,0,0,0,0,0
681,b0724,sdhB,sdhCDAB-sucABCD,1,0,0,0,0,0,0,0
682,b0726,sucA,sucABCD,0,0,1,0,0,0,0,0
683,b0726,sucA,sdhCDAB-sucABCD,1,0,0,0,0,0,0,0
684,b0726,sucA,sucAB,0,0,1,0,0,0,0,0
685,b0727,sucB,sucABCD,0,0,1,0,0,0,0,0
686,b0727,sucB,sdhCDAB-sucABCD,1,0,0,0,0,0,0,0
687,b0727,sucB,sucAB,0,0,1,0,0,0,0,0
688,b0728,sucC,sucABCD,0,0,1,0,0,0,0,0
689,b0728,sucC,sdhCDAB-sucABCD,1,0,0,0,0,0,0,0
690,b0729,sucD,sucABCD,0,0,1,0,0,0,0,0
691,b0729,sucD,sdhCDAB-sucABCD,1,0,0,0,0,0,0,0
692,b0730,mngR,mngR,1,0,0,0,0,0,0,0
693,b0731,mngA,mngAB,0,1,0,0,0,0,0,0
694,b0732,mngB,mngAB,0,1,0,0,0,0,0,0
695,b0733,cydA,cydAB,1,0,0,0,0,0,0,0
696,b0733,cydA,cydAB,1,0,0,0,0,0,0,0
697,b0733,cydA,cydAB,1,0,0,0,0,0,0,0
698,b0733,cydA,cydAB,1,0,0,0,0,0,0,0
699,b0733,cydA,cydAB,1,0,0,0,0,0,0,0
700,b0734,cydB,cydAB,1,0,0,0,0,0,0,0
701,b0734,cydB,cydAB,1,0,0,0,0,0,0,0
702,b0734,cydB,cydAB,1,0,0,0,0,0,0,0
703,b0734,cydB,cydAB,1,0,0,0,0,0,0,0
704,b0734,cydB,cydAB,1,0,0,0,0,0,0,0
705,b0743,lysT,lysT-valT-lysW,1,0,0,0,0,0,0,0
706,b0744,valT,lysT-valT-lysW,1,0,0,0,0,0,0,0
707,b0745,lysW,lysT-valT-lysW,1,0,0,0,0,0,0,0
708,b0750,nadA,nadA-pnuC,0,0,0,0,0,0,0,1
709,b0751,pnuC,nadA-pnuC,0,0,0,0,0,0,0,1
710,b0754,aroG,aroG,1,0,0,0,0,0,0,0
711,b0755,gpmA,gpmA,1,0,1,0,0,0,0,0
712,b0755,gpmA,gpmA,1,0,1,0,0,0,0,0
713,b0756,galM,galETKM,0,0,0,0,0,0,0,1
714,b0756,galM,galETKM,1,0,1,0,0,0,0,0
715,b0756,galM,galETKM,1,0,0,0,0,0,0,0
716,b0757,galK,galETKM,0,0,0,0,0,0,0,1
717,b0757,galK,galETKM,1,0,1,0,0,0,0,0
718,b0757,galK,galETKM,1,0,0,0,0,0,0,0
719,b0757,galK,galETK,1,0,1,0,0,0,0,0
720,b0757,galK,galETK,1,0,0,0,0,0,0,0
721,b0757,galK,galK,0,0,0,0,0,0,0,1
722,b0758,galT,galETKM,0,0,0,0,0,0,0,1
723,b0758,galT,galETKM,1,0,1,0,0,0,0,0
724,b0758,galT,galETKM,1,0,0,0,0,0,0,0
725,b0758,galT,galET,1,0,1,0,0,0,0,0
726,b0758,galT,galET,1,0,0,0,0,0,0,0
727,b0758,galT,galETK,1,0,1,0,0,0,0,0
