,RNAP
p1k_00726,2.5536041442496276e-06
p1k_00727,2.769746655586463e-06
p1k_00728,2.672529668363206e-06
p1k_00729,2.8273716472642078e-06
p1k_00730,3.1915830083093795e-06
p1k_00731,2.5017464954914272e-06
p1k_00732,2.798853086398726e-06
p1k_00733,3.4350447944657565e-06
p1k_00734,3.661536089745711e-06
p1k_00735,2.309169921414352e-06
p1k_00736,3.171221137311061e-06
p1k_00737,3.183345227407613e-06
p1k_00738,3.385793284114691e-06
p1k_00739,3.0982249469524876e-06
p1k_00740,3.3083061303870968e-06
p1k_00741,3.1699651406571895e-06
p1k_00742,3.057892028107416e-06
p1k_00743,2.459072850008042e-06
p1k_00744,2.4345796773626722e-06
p1k_00745,2.5905367874033416e-06
p1k_00746,2.648145495552107e-06
p1k_00747,2.2755840385386314e-06
p1k_00748,2.340032668228064e-06
p1k_00749,3.3041577161467154e-06
p1k_00750,3.3503558502255232e-06
p1k_00751,2.4034660264621286e-06
p1k_00752,2.261986007303965e-06
p1k_00753,3.673050319038216e-06
p1k_00754,3.2181427910794344e-06
p1k_00755,3.1660475190411547e-06
p1k_00756,3.1319103711449892e-06
p1k_00757,3.111663184411155e-06
p1k_00758,2.9534760581519424e-06
p1k_00759,3.078902320493966e-06
p1k_00760,3.286928411954374e-06
p1k_00761,2.989056161803643e-06
p1k_00762,2.3345750621834966e-06
p1k_00763,2.664038531711267e-06
p1k_00764,2.8035427940749306e-06
p1k_00765,2.5116184909691393e-06
p1k_00766,2.731518248732248e-06
p1k_00767,2.4632839603019054e-06
p1k_00768,2.307934489486238e-06
p1k_00769,3.515281655377399e-06
p1k_00770,3.6323459192331104e-06
p1k_00771,2.971735563077006e-06
p1k_00772,3.1111200123592876e-06
p1k_00773,2.490595126844638e-06
p1k_00774,1.6512299013571153e-06
p1k_00775,2.688797647489295e-06
p1k_00776,2.796910710010805e-06
p1k_00777,2.410078821795026e-06
p1k_00778,2.841815172059971e-06
p1k_00779,1.364471210605773e-06
p1k_00780,2.232223723385496e-06
p1k_00781,3.819642310295895e-07
p1k_00782,1.32496257648427e-06
p1k_00783,2.271568815761077e-06
p1k_00784,1.3555892315998198e-06
p1k_00785,1.3505396024616858e-06
p1k_00786,3.7486345529430053e-07
p1k_00787,2.3688715078807995e-06
p1k_00788,2.2164788458685163e-06
p1k_00789,1.278563825238062e-06
p1k_00790,3.954201725229006e-07
p1k_00791,2.526806878339759e-07
p1k_00792,2.474600247157354e-07
p1k_00793,1.4221897096051152e-07
p1k_00794,2.6966726044962115e-07
p1k_00795,1.3593614537194769e-06
p1k_00796,4.571575117699043e-07
p1k_00797,2.4390549612326483e-06
p1k_00798,2.444138924440681e-06
p1k_00799,2.3966450758524796e-06
p1k_00800,2.2270860995230194e-06
p1k_00801,2.1332438606834586e-06
p1k_00802,2.223000850835725e-06
p1k_00803,4.298140089025822e-07
p1k_00804,4.2075216003614523e-07
p1k_00805,4.423499344863971e-07
p1k_00806,4.3816010444268187e-07
p1k_00807,4.640560052076266e-07
p1k_00808,4.7230717952687446e-07
p1k_00809,2.3274462237750864e-06
p1k_00810,2.2867160604615456e-06
p1k_00811,2.390313515600663e-06
p1k_00812,2.3460599997711012e-06
p1k_00813,2.146099338586658e-06
p1k_00814,2.245193618407917e-06
p1k_00815,2.205613900666824e-06
p1k_00816,1.367886969026185e-06
p1k_00817,2.3062392635931033e-06
p1k_00818,2.1783152147961037e-06
p1k_00819,2.393108243610058e-06
p1k_00820,2.483748561959546e-06
p1k_00821,3.79595269757601e-07
p1k_00822,1.2400118148639686e-07
p1k_00823,2.3616341498887297e-07
p1k_00824,1.231862471247502e-07
p1k_00825,1.2724795808960966e-07
p1k_00826,2.2884368263857167e-06
p1k_00827,1.352838018727435e-06
p1k_00828,4.323183095778523e-07
p1k_00829,1.2259387059225022e-06
p1k_00830,2.5496144231037565e-06
p1k_00831,2.420818846062045e-06
p1k_00832,1.2277359282581174e-06
p1k_00833,1.2441971272683777e-06
p1k_00834,1.4588061055065722e-06
p1k_00835,1.350378163068681e-06
p1k_00836,4.649208987567625e-07
p1k_00837,3.3928325531858154e-07
p1k_00838,4.709211319672302e-07
p1k_00839,2.3499706740057447e-06
p1k_00840,3.0751238163294916e-06
p1k_00841,3.1319281811536324e-06
p1k_00842,3.1496591785270193e-06
p1k_00843,3.0205421002216257e-06
p1k_00844,2.6686265090804763e-06
p1k_00845,2.7214514936487423e-06
p1k_00846,2.446896729388343e-06
p1k_00847,2.6535808086798855e-06
p1k_00848,2.390751381028349e-06
p1k_00849,2.083871682486092e-06
p1k_00850,1.2810722699314698e-06
p1k_00851,1.2857454694792187e-06
p1k_00852,1.251999442580928e-06
p1k_00853,4.2387859065328647e-07
p1k_00854,1.2952353325798298e-06
p1k_00855,3.9850696949810466e-07
p1k_00856,1.2712200166614599e-06
p1k_00857,2.2082135897718045e-07
p1k_00858,2.364273978259468e-07
p1k_00859,2.6281706066033063e-07
p1k_00860,4.0531873140322906e-07
p1k_00861,4.2820978225994244e-07
p1k_00862,2.3659829981922157e-06
p1k_00863,2.027872164506377e-06
p1k_00864,1.2574216035133218e-06
p1k_00865,1.3249342528824029e-06
p1k_00866,4.478634481367408e-07
p1k_00867,2.111159550059804e-06
p1k_00868,3.9787201696984585e-07
p1k_00869,3.8790926576843196e-07
p1k_00870,1.2925042056699612e-06
p1k_00871,1.2820180152950004e-06
p1k_00872,3.037139085740523e-07
p1k_00873,3.2231189818658975e-07
p1k_00874,2.2460115548377884e-07
p1k_00875,2.486282716377929e-07
p1k_00876,3.056655962765823e-07
p1k_00877,3.4761998001693305e-07
p1k_00878,1.2770571578190406e-06
p1k_00879,4.423337903810772e-07
p1k_00880,4.5174122695899984e-07
p1k_00881,4.4232004296799396e-07
p1k_00882,4.829704860264439e-07
p1k_00883,1.2469732557266337e-06
p1k_00884,3.1217825745257686e-06
p1k_00885,3.1776016880130596e-06
p1k_00886,4.2074773785680363e-07
p1k_00887,4.390633184743028e-07
p1k_00888,3.621839038536828e-07
p1k_00889,3.9095882015014957e-07
p1k_00890,2.1881442511998464e-06
p1k_00891,2.2567277038285373e-06
p1k_00892,2.4172397872614896e-07
p1k_00893,2.804295327965635e-07
p1k_00894,2.4821017530199294e-07
p1k_00895,2.3120811753461476e-07
p1k_00896,4.1989306102388794e-07
p1k_00897,3.505900382813943e-07
p1k_00898,1.2392750521069683e-06
p1k_00899,2.145312467128315e-06
p1k_00900,2.3312300068292813e-06
p1k_00901,4.504853140139618e-07
p1k_00902,2.569457279444099e-06
p1k_00903,2.433289778949832e-06
p1k_00904,3.2302063898749725e-06
p1k_00905,3.212280798477434e-06
p1k_00906,3.18880639449802e-07
p1k_00907,3.024779547797015e-07
p1k_00908,3.5354329386557313e-07
p1k_00909,3.271623829514134e-07
p1k_00910,4.2770741394379333e-07
p1k_00911,3.5587159124928246e-07
p1k_00912,2.5693343319278133e-07
p1k_00913,2.4715300855565673e-07
p1k_00914,1.667610251234414e-07
p1k_00915,1.7104676231664261e-07
p1k_00916,1.9022412209038608e-07
p1k_00917,1.8058899942914329e-07
p1k_00918,1.8376571093985962e-07
p1k_00919,2.0327321845119234e-07
p1k_00920,4.4031164352598875e-07
p1k_00921,3.871445254425577e-07
p1k_00922,2.087413441182855e-06
p1k_00923,2.102048776359176e-06
p1k_00924,1.3384867121417925e-06
p1k_00925,1.3570635062707734e-06
p1k_00926,2.2774544851398584e-06
p1k_00927,2.3077762351308992e-06
p1k_00928,1.373010469283923e-06
p1k_00929,1.2673250993009773e-06
p1k_00930,4.281760515253897e-07
p1k_00931,4.1992814820259644e-07
p1k_00932,4.735708662675925e-07
p1k_00933,4.922494456735441e-07
p1k_00934,2.3529549499966585e-06
p1k_00935,2.292763688344728e-06
p1k_00936,1.479354148475021e-06
p1k_00937,1.3895470383260545e-06
p1k_00938,1.1888183173233758e-06
p1k_00939,1.1965812516389982e-06
p1k_00940,3.648635648678377e-07
p1k_00941,4.37896741563484e-07
p1k_00942,4.3297191160246096e-07
p1k_00943,4.165353115139363e-07
p1k_00944,4.106703178744017e-07
p1k_00945,4.2823543194196403e-07
p1k_00946,3.786134991696692e-07
p1k_00947,2.1129411538426574e-06
p1k_00948,4.945679206138662e-07
p1k_00949,1.2342658619693448e-06
p1k_00950,1.2137364541612495e-06
p1k_00951,4.329099456159094e-07
p1k_00952,3.953005860090324e-07
p1k_00953,2.4155360521527547e-06
p1k_00954,2.199846785428892e-06
p1k_00955,4.380077423669193e-07
p1k_00956,4.5368572364618897e-07
p1k_00957,4.1791594021656045e-07
p1k_00958,3.8830346567298247e-07
p1k_00959,2.2182638697359197e-06
p1k_00960,2.110229283132843e-06
p1k_00961,1.4500454796376108e-06
p1k_00962,1.5017731169076266e-06
p1k_00963,1.429997771800975e-06
p1k_00964,1.303033128555399e-06
p1k_00965,1.2537695892221186e-06
p1k_00966,2.6346782502515244e-06
p1k_00967,1.2210322732464727e-06
p1k_00968,3.8133692991156545e-07
p1k_00969,3.789547713899239e-07
p1k_00970,4.0617610763840753e-07
p1k_00971,3.900470075385931e-07
p1k_00972,2.048221359410548e-06
p1k_00973,1.3788297385244228e-06
p1k_00974,4.431767063389682e-07
p1k_00975,4.329263110861026e-07
p1k_00976,4.2409766381754655e-07
p1k_00977,1.278194548467968e-06
p1k_00978,4.1565392281485134e-07
p1k_00979,1.312700400763371e-06
p1k_00980,1.273904080878346e-06
p1k_00981,4.265675189361571e-07
p1k_00982,4.0895975959191314e-07
p1k_00983,2.3423035853116253e-06
p1k_00984,2.2560545112188485e-06
p1k_00985,1.398282071415906e-06
p1k_00986,1.4978148231268537e-06
p1k_00987,1.2029592593402716e-06
p1k_00988,4.4992497526447676e-07
p1k_00989,4.506124304498516e-07
p1k_00990,4.705888944719831e-07
p1k_00991,4.370957910621969e-07
p1k_00992,4.098799992349579e-07
p1k_00993,3.7093564879497626e-07
p1k_00994,3.978267129203956e-07
p1k_00995,3.67478516854546e-07
p1k_00996,2.1779113466746493e-06
p1k_00997,1.4013728957838522e-06
p1k_00998,1.2485774457987635e-06
p1k_00999,4.180752789552926e-07
p1k_01000,4.020594119762267e-07
p1k_01001,4.3897504282579925e-07
p1k_01002,4.1022979460595624e-07
p1k_01003,2.5173853851295686e-06
p1k_01004,2.4890187388390973e-06
p1k_01005,1.289116971452795e-06
p1k_01006,1.2624318853617878e-06
p1k_01007,4.1803002323589e-07
p1k_01008,4.3024907909626834e-07
p1k_01009,4.4296985914739683e-07
p1k_01010,4.781715803015871e-07
p1k_01011,2.1481398449419616e-06
p1k_01012,4.916805015912387e-07
p1k_01013,2.451387299080523e-06
p1k_01014,2.3709309106561127e-06
p1k_01015,3.6538578767211994e-07
p1k_01016,3.7088566865090624e-07
p1k_01017,3.943916633873468e-07
p1k_01018,2.293906661345445e-06
p1k_01019,2.2856017126163487e-06
p1k_01020,4.348407205042565e-07
p1k_01021,4.633937673189287e-07
p1k_01022,4.540825856739302e-07
p1k_01023,4.285840581921747e-07
p1k_01024,4.1954012990268624e-07
p1k_01025,2.3804747892388364e-06
p1k_01026,2.501647633055356e-06
p1k_01027,4.6442752905824613e-07
p1k_01028,4.682044405396709e-07
p1k_01029,4.0047984832268046e-07
p1k_01030,4.7415432241419684e-07
p1k_01031,4.015567217265291e-07
p1k_01032,2.2159374698052417e-06
p1k_01033,2.1378193829080772e-06
p1k_01034,1.2656875496332256e-06
p1k_01035,1.2521017955718926e-06
p1k_01036,4.3381979532440065e-07
p1k_01037,4.2934139970121283e-07
p1k_01038,4.273272802725447e-07
p1k_01039,2.448029123234591e-06
p1k_01040,2.3803395634109418e-06
p1k_01041,4.4645125270872323e-07
p1k_01042,4.6333297634706355e-07
p1k_01043,4.2388487429483984e-07
p1k_01044,4.123029687641638e-07
p1k_01045,2.2602722050494765e-06
p1k_01046,2.240947876613525e-06
p1k_01047,4.109198240702583e-07
p1k_01048,4.0886054178507394e-07
p1k_01049,4.0954403385048976e-07
p1k_01050,4.096332811978162e-07
p1k_01051,4.0619212116347686e-07
p1k_01052,2.4987326953189113e-06
p1k_01053,1.24880389512852e-06
p1k_01054,1.1789452940734585e-06
p1k_01055,4.4973933438723664e-07
