gene_name,gene_id,tu_name,tu_id
rpmF,b1089,yceD-rpmF,ECK120009802
rpmF,b1089,rpmF-plsX-fabHDG,ECK120015310
plsX,b1090,rpmF-plsX-fabHDG,ECK120015310
plsX,b1090,plsX-fabHDG,ECK120015313
fabH,b1091,fabHDG,ECK120009456
fabH,b1091,rpmF-plsX-fabHDG,ECK120015310
fabH,b1091,plsX-fabHDG,ECK120015313
fabD,b1092,fabHDG,ECK120009456
fabD,b1092,fabDG-acpP,ECK120009766
fabD,b1092,rpmF-plsX-fabHDG,ECK120015310
fabD,b1092,plsX-fabHDG,ECK120015313
fabG,b1093,fabHDG,ECK120009456
fabG,b1093,fabDG-acpP,ECK120009766
fabG,b1093,fabG-acpP,ECK120009767
fabG,b1093,rpmF-plsX-fabHDG,ECK120015310
fabG,b1093,plsX-fabHDG,ECK120015313
acpP,b1094,acpP-fabF,ECK120009765
acpP,b1094,fabDG-acpP,ECK120009766
acpP,b1094,fabG-acpP,ECK120009767
acpP,b1094,acpP,ECK125162166
fabF,b1095,acpP-fabF,ECK120009765
fabF,b1095,fabF,ECK125162167
pabC,b1096,pabC-mltG-tmk-holB-ycfH,ECK120026840
yceG,b1097,pabC-mltG-tmk-holB-ycfH,ECK120026840
tmk,b1098,pabC-mltG-tmk-holB-ycfH,ECK120026840
holB,b1099,pabC-mltG-tmk-holB-ycfH,ECK120026840
ycfH,b1100,pabC-mltG-tmk-holB-ycfH,ECK120026840
ptsG,b1101,ptsG,ECK120008923
ptsG,b1101,ptsG,ECK120008924
fhuE,b1102,fhuE,ECK120008978
hinT,b1103,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841
ycfL,b1104,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841
lpoB,b1105,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841
thiK,b1106,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841
nagZ,b1107,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841
ycfP,b1108,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841
ndh,b1109,ndh,ECK120009349
ycfJ,b1110,ycfJ,ECK120026842
ycfQ,b1111,comR,ECK120021109
bhsA,b1112,bhsA,ECK120021110
bhsA,b1112,bhsA,ECK125135560
ldtC,b1113,ldtC,ECK120026843
mfd,b1114,mfd,ECK120010905
mfd,b1114,mfd,ECK120010906
ycfT,b1115,ycfT,ECK120026845
lolC,b1116,lolCDE,ECK120026846
lolD,b1117,lolCDE,ECK120026846
lolE,b1118,lolCDE,ECK120026846
nagK,b1119,nagK-cobB,ECK120026847
cobB,b1120,nagK-cobB,ECK120026847
ycfZ,b1121,ymfA-ycfZ,ECK120026848
ymfA,b1122,ymfA-ycfZ,ECK120026848
potD,b1123,potABCD,ECK120009509
potC,b1124,potABCD,ECK120009509
potB,b1125,potABCD,ECK120009509
potA,b1126,potABCD,ECK120009509
pepT,b1127,pepT,ECK120020436
roxA,b1128,roxA,ECK120026849
phoQ,b1129,phoPQ,ECK120009507
phoQ,b1129,phoPQ,ECK120009807
phoQ,b1129,phoPQ,ECK120033557
phoQ,b1129,phoQ,ECK125135568
phoP,b1130,phoPQ,ECK120009507
phoP,b1130,phoPQ,ECK120009807
phoP,b1130,phoPQ,ECK120033557
purB,b1131,hflD-purB,ECK120009247
hflD,b1132,hflD-purB,ECK120009247
mnmA,b1133,mnmA,ECK120030187
nudJ,b1134,rluE-nudJ,ECK120026850
rluE,b1135,rluE-nudJ,ECK120026850
icd,b1136,icd,ECK120009299
icd,b1136,icd,ECK120009610
ymfD,b1137,ymfED,ECK120026852
ymfE,b1138,ymfED,ECK120026852
lit,b1139,lit,ECK120021262
intE,b1140,ymfH-xisE-intE,ECK120026853
xisE,b1141,ymfH-xisE-intE,ECK120026853
ymfI,b1143,ymfI,ECK120021064
ymfJ,b1144,ymfJ,ECK120026854
cohE,b1145,ymfK,ECK120026855
croE,b1146,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856
ymfL,b1147,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856
ymfM,b1148,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856
ymfR,b1150,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856
beeE,b1151,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856
jayE,b1152,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856
ymfQ,b1153,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856
stfP,b1154,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856
tfaP,b1155,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856
tfaE,b1156,stfE-tfaE,ECK120026857
stfE,b1157,stfE-tfaE,ECK120026857
pinE,b1158,pinE,ECK120026858
mcrA,b1159,mcrA,ECK120026859
icdC,b4519,icdC,ECK120026860
iraM,b1160,iraM,ECK120026861
iraM,b1160,iraM,ECK125134719
ycgX,b1161,ycgX,ECK120026862
bluR,b1162,bluR,ECK120026863
bluF,b1163,bluF,ECK120026864
bluF,b1163,bluF,ECK125158011
ycgZ,b1164,ycgZ,ECK120026865
ycgZ,b1164,ycgZ-ymgA-ariR-ymgC,ECK120051389
ymgA,b1165,ymgA-ariR,ECK120026866
ymgA,b1165,ycgZ-ymgA-ariR-ymgC,ECK120051389
ariR,b1166,ymgA-ariR,ECK120026866
ariR,b1166,ycgZ-ymgA-ariR-ymgC,ECK120051389
ariR,b1166,ariR,ECK125199586
ymgC,b1167,ymgC,ECK120026867
ymgC,b1167,ycgZ-ymgA-ariR-ymgC,ECK120051389
ycgG,b1168,pdeG,ECK120026868
ymgF,b4520,ymgF,ECK120026869
ymgD,b1171,ymgGD,ECK120026872
ymgG,b1172,ymgGD,ECK120026872
ycgI,b4521,ymgH-ycgI,ECK120026873
minE,b1174,minCDE,ECK120009487
minD,b1175,minCDE,ECK120009487
minC,b1176,minCDE,ECK120009487
ycgJ,b1177,ycgJ,ECK120021112
pliG,b1178,pliG,ECK120021113
ycgL,b1179,ycgL,ECK120026874
ycgM,b1180,ycgM,ECK120026875
ycgN,b1181,ycgN,ECK120026876
hlyE,b1182,hlyE,ECK120009794
umuD,b1183,umuDC,ECK120009371
umuC,b1184,umuDC,ECK120009371
dsbB,b1185,dsbB,ECK120026877
nhaB,b1186,nhaB,ECK120026878
fadR,b1187,fadR,ECK120021212
fadR,b1187,fadR,ECK120049200
ycgB,b1188,ycgB,ECK120021111
dadA,b1189,dadAX,ECK120009445
dadA,b1189,dadAX,ECK120009768
dadA,b1189,dadAX,ECK120009769
dadX,b1190,dadAX,ECK120009445
dadX,b1190,dadAX,ECK120009768
dadX,b1190,dadAX,ECK120009769
cvrA,b1191,cvrA,ECK120026879
ldcA,b1192,ldcA,ECK120026880
emtA,b1193,emtA,ECK120021209
ycgR,b1194,ycgR,ECK120010893
ymgE,b1195,ymgE,ECK120026881
ycgY,b1196,ycgY,ECK120026882
treA,b1197,treA,ECK120009582
dhaM,b1198,dhaKLM,ECK120015345
dhaM,b1198,dhaM,ECK120033754
dhaL,b1199,dhaKLM,ECK120015345
dhaK,b1200,dhaKLM,ECK120015345
dhaR,b1201,dhaR,ECK120015344
ycgV,b1202,ycgV,ECK120026883
ychF,b1203,pth-ychF,ECK120008956
ychF,b1203,ychF,ECK120008957
pth,b1204,pth-ychF,ECK120008956
ychH,b1205,ychH,ECK120021114
dauA,b1206,dauA,ECK120026884
prs,b1207,prs,ECK120009394
prs,b1207,lolB-ispE-prs,ECK120015373
ispE,b1208,lolB-ispE-prs,ECK120015373
lolB,b1209,lolB-ispE-prs,ECK120015373
hemA,b1210,hemA-prfA-prmC,ECK120009019
hemA,b1210,hemA,ECK120009020
prfA,b1211,hemA-prfA-prmC,ECK120009019
prmC,b1212,hemA-prfA-prmC,ECK120009019
ychQ,b1213,ychQA-kdsA,ECK120009737
ychA,b1214,ychQA-kdsA,ECK120009737
kdsA,b1215,ychQA-kdsA,ECK120009737
kdsA,b1215,kdsA,ECK120009738
ldrA,b4419,ldrA,ECK120021257
rdlA,b4420,rdlA,ECK120020442
ldrB,b4421,ldrB,ECK120021258
rdlB,b4422,rdlB,ECK120020443
ldrC,b4423,ldrC,ECK120021259
rdlC,b4424,rdlC,ECK120020444
chaA,b1216,chaA,ECK120021197
chaB,b1217,chaBC,ECK120009439
chaC,b1218,chaBC,ECK120009439
chaC,b1218,chaC,ECK120033242
ychN,b1219,ychN,ECK120021115
ychO,b1220,ychO,ECK120021116
narL,b1221,narXL,ECK120009347
narX,b1222,narXL,ECK120009347
narK,b1223,narK,ECK120009238
narK,b1223,narK,ECK120015958
narG,b1224,narGHJI,ECK120009237
narH,b1225,narGHJI,ECK120009237
narJ,b1226,narGHJI,ECK120009237
narI,b1227,narGHJI,ECK120009237
rttR,b4425,rttR,ECK120026886
tpr,b1229,tyrTV-tpr,ECK120009693
tpr,b1229,tyrV-tpr,ECK120033760
tyrV,b1230,tyrTV-tpr,ECK120009693
tyrV,b1230,tyrV-tpr,ECK120033760
tyrT,b1231,tyrTV-tpr,ECK120009693
purU,b1232,purU,ECK120029309
purU,b1232,purU,ECK125135598
purU,b1232,purU,ECK125135599
ychJ,b1233,ychJ,ECK120026887
rssA,b1234,rssAB,ECK120016337
rssB,b1235,rssB,ECK120016334
rssB,b1235,rssAB,ECK120016337
galU,b1236,galU,ECK120015321
hns,b1237,hns,ECK120009331
tdk,b1238,tdk,ECK120020472
adhE,b1241,adhE,ECK120009389
adhE,b1241,adhE,ECK120009789
ychE,b1242,ychE,ECK120026889
oppA,b1243,oppABCDF,ECK120009412
oppB,b1244,oppABCDF,ECK120009412
oppC,b1245,oppABCDF,ECK120009412
oppD,b1246,oppABCDF,ECK120009412
oppF,b1247,oppABCDF,ECK120009412
yciU,b1248,clsA-yciU,ECK120011121
clsA,b1249,clsA-yciU,ECK120011121
yciY,b4595,yciY,ECK120027914
kch,b1250,kch,ECK120010959
yciI,b1251,yciI,ECK120026892
tonB,b1252,tonB,ECK120009358
yciA,b1253,yciA,ECK120026893
yciB,b1254,yciCB,ECK120026894
yciC,b1255,yciCB,ECK120026894
ompW,b1256,ompW,ECK120021227
yciE,b1257,yciGFE,ECK120026897
yciE,b1257,yciE,ECK125122030
yciF,b1258,yciGFE,ECK120026897
yciG,b1259,yciGFE,ECK120026897
yciG,b1259,yciG,ECK125122029
trpA,b1260,trpLEDCBA,ECK120009260
trpA,b1260,trpCBA,ECK120009734
trpB,b1261,trpLEDCBA,ECK120009260
trpB,b1261,trpCBA,ECK120009734
trpC,b1262,trpLEDCBA,ECK120009260
trpC,b1262,trpCBA,ECK120009734
trpD,b1263,trpLEDCBA,ECK120009260
trpE,b1264,trpLEDCBA,ECK120009260
trpL,b1265,trpLEDCBA,ECK120009260
trpL,b1265,trpL,ECK125158016
yciV,b1266,yciVOQ,ECK120026898
yciO,b1267,yciVOQ,ECK120026898
yciQ,b1268,yciVOQ,ECK120026898
rluB,b1269,rluB,ECK120026899
btuR,b1270,yciK-btuR,ECK120026900
yciK,b1271,yciK-btuR,ECK120026900
sohB,b1272,sohB,ECK120009190
sohB,b1272,sohB,ECK120009191
yciN,b1273,yciN,ECK120021117
topA,b1274,topA,ECK120011101
topA,b1274,topA,ECK120011102
topA,b1274,topA,ECK120011103
topA,b1274,topA,ECK120011104
topA,b1274,topA,ECK120011105
cysB,b1275,cysB,ECK120009270
ymiA,b4522,ymiA-yciX,ECK120026902
yciX,b4523,ymiA-yciX,ECK120026902
acnA,b1276,acnA,ECK120009826
acnA,b1276,acnA,ECK120009827
acnA,b1276,acnA,ECK120034134
ribA,b1277,ribA,ECK120011127
ribA,b1277,ribA,ECK120011137
pgpB,b1278,pgpB,ECK120026903
yciS,b1279,lapAB,ECK120026904
yciS,b1279,lapAB-pyrF-yciH,ECK120033561
yciS,b1279,lapAB,ECK125165932
yciM,b1280,lapAB,ECK120026904
yciM,b1280,lapAB-pyrF-yciH,ECK120033561
yciM,b1280,lapAB,ECK125165932
pyrF,b1281,pyrF-yciH,ECK120011060
pyrF,b1281,lapAB-pyrF-yciH,ECK120033561
yciH,b1282,pyrF-yciH,ECK120011060
yciH,b1282,lapAB-pyrF-yciH,ECK120033561
osmB,b1283,osmB,ECK120009575
osmB,b1283,osmB,ECK120009576
yciT,b1284,yciZT,ECK120020427
yciT,b1284,yciT,ECK125136335
yciZ,b4596,yciZT,ECK120020427
gmr,b1285,pdeR,ECK120010941
rnb,b1286,rnb,ECK120009795
rnb,b1286,rnb,ECK120009796
yciW,b1287,yciW,ECK120026907
fabI,b1288,fabI,ECK120026908
fabI,b1288,fabI,ECK125203408
ycjD,b1289,ycjD,ECK120026909
sapF,b1290,sapABCDF,ECK120026910
sapD,b1291,sapABCDF,ECK120026910
sapC,b1292,sapABCDF,ECK120026910
sapB,b1293,sapABCDF,ECK120026910
sapA,b1294,sapABCDF,ECK120026910
ymjA,b1295,ymjA,ECK120026911
puuP,b1296,puuP,ECK120010960
puuP,b1296,puuAP,ECK120029310
puuA,b1297,puuAP,ECK120029310
puuD,b1298,puuDRCBE,ECK120026913
puuR,b1299,puuDRCBE,ECK120026913
puuC,b1300,puuDRCBE,ECK120026913
puuC,b1300,puuCBE,ECK120026914
puuB,b1301,puuDRCBE,ECK120026913
puuB,b1301,puuCBE,ECK120026914
puuE,b1302,puuDRCBE,ECK120026913
puuE,b1302,puuCBE,ECK120026914
pspF,b1303,pspF,ECK120010897
pspF,b1303,pspF,ECK120010898
pspF,b1303,pspF,ECK120010899
pspA,b1304,pspABCDE,ECK120009514
pspB,b1305,pspABCDE,ECK120009514
pspB,b1305,pspBCDE,ECK120033598
pspC,b1306,pspABCDE,ECK120009514
pspC,b1306,pspBCDE,ECK120033598
pspD,b1307,pspABCDE,ECK120009514
pspD,b1307,pspBCDE,ECK120033598
pspE,b1308,pspABCDE,ECK120009514
pspE,b1308,pspBCDE,ECK120033598
pspE,b1308,pspE,ECK120033747
ycjM,b1309,ycjMNOPQRSTUV-ymjB,ECK120026915
ycjN,b1310,ycjMNOPQRSTUV-ymjB,ECK120026915
ycjO,b1311,ycjMNOPQRSTUV-ymjB,ECK120026915
ycjP,b1312,ycjMNOPQRSTUV-ymjB,ECK120026915
ycjQ,b1313,ycjMNOPQRSTUV-ymjB,ECK120026915
ycjR,b1314,ycjMNOPQRSTUV-ymjB,ECK120026915
ycjS,b1315,ycjMNOPQRSTUV-ymjB,ECK120026915
ycjT,b1316,ycjMNOPQRSTUV-ymjB,ECK120026915
ycjU,b1317,ycjMNOPQRSTUV-ymjB,ECK120026915
ycjV,b4524,ycjMNOPQRSTUV-ymjB,ECK120026915
ompG,b1319,ompG,ECK120026916
ycjW,b1320,ycjW,ECK120021119
ycjX,b1321,ycjXF,ECK120026917
ycjX,b1321,ycjXF-tyrR,ECK120033562
ycjF,b1322,ycjXF,ECK120026917
ycjF,b1322,ycjXF-tyrR,ECK120033562
tyrR,b1323,tyrR,ECK120009261
tyrR,b1323,ycjXF-tyrR,ECK120033562
tpx,b1324,tpx,ECK120011140
ycjG,b1325,ycjG,ECK120021118
mpaA,b1326,ymjC-mpaA,ECK120026918
mpaA,b1326,mpaA,ECK125135626
mpaA,b1326,mpaA,ECK125135627
mpaA,b1326,ycjY-ymjDC-mpaA,ECK125158026
ymjC,b4525,ymjC-mpaA,ECK120026918
ymjC,b4525,ycjY-ymjDC-mpaA,ECK125158026
ymjD,b4673,ycjY-ymjDC-mpaA,ECK125158026
ycjY,b1327,ycjY,ECK120026919
ycjY,b1327,ycjY-ymjDC-mpaA,ECK125158026
pgrR,b1328,pgrR,ECK120026920
mppA,b1329,mppA,ECK120026921
ynaI,b1330,ynaI,ECK120021065
ynaJ,b1332,ynaJ,ECK120026923
uspE,b1333,uspE,ECK120026924
fnr,b1334,fnr,ECK120009215
ogt,b1335,abgABT-ogt,ECK120026925
ogt,b1335,ogt,ECK125095214
abgT,b1336,abgABT-ogt,ECK120026925
abgB,b1337,abgABT-ogt,ECK120026925
abgA,b1338,abgABT-ogt,ECK120026925
abgR,b1339,abgR,ECK120021183
mcaS,b4426,mcaS,ECK120021253
smrA,b1340,smrA,ECK120021120
ydaM,b1341,dgcM,ECK120021121
ydaN,b1342,zntB,ECK120026926
fnrS,b4699,fnrS,ECK125108715
ttcA,b1344,ttcA,ECK120026928
intR,b1345,recET-ralR-ydaC-xisR-intR,ECK120026929
ydaC,b1347,recET-ralR-ydaC-xisR-intR,ECK120026929
ralR,b1348,recET-ralR-ydaC-xisR-intR,ECK120026929
recT,b1349,recET-ralR-ydaC-xisR-intR,ECK120026929
recE,b1350,recET-ralR-ydaC-xisR-intR,ECK120026929
racC,b1351,racC,ECK120026930
ydaE,b4526,kilR-ydaE,ECK120026931
kilR,b1352,kilR-ydaE,ECK120026931
sieB,b1353,sieB,ECK120020455
ydaF,b4527,ydaGF,ECK120026932
ydaG,b1355,ydaGF,ECK120026932
racR,b1356,racR,ECK120026933
ydaS,b1357,ydaSTUVW-rzpR,ECK120026934
ydaT,b1358,ydaSTUVW-rzpR,ECK120026934
ydaU,b1359,ydaSTUVW-rzpR,ECK120026934
ydaV,b1360,ydaSTUVW-rzpR,ECK120026934
ydaW,b1361,ydaSTUVW-rzpR,ECK120026934
rzpR,b1362,ydaSTUVW-rzpR,ECK120026934
rzoR,b4528,rzoR,ECK120026935
trkG,b1363,trkG,ECK120026936
ynaK,b1365,ynaK-ydaY,ECK120026937
ydaY,b1366,ynaK-ydaY,ECK120026937
tmpR,b1368,ynaA-lomR_1,ECK120026938
stfR,b1372,lomR_2-stfR-tfaR,ECK120026939
tfaR,b1373,lomR_2-stfR-tfaR,ECK120026939
pinR,b1374,pinR,ECK120026940
ynaE,b1375,ynaE,ECK120026941
uspF,b1376,uspF,ECK120026942
ompN,b1377,ompN,ECK120029311
ompN,b1377,ydbK-ompN,ECK125135647
ompN,b1377,ydbK-ompN,ECK125162168
micC,b4427,micC,ECK120021238
pfo,b1378,ydbK,ECK120021123
pfo,b1378,ydbK-ompN,ECK125135647
pfo,b1378,ydbK-ompN,ECK125162168
ydbJ,b4529,ydbJ,ECK120021122
hslJ,b1379,hslJ,ECK120026943
ldhA,b1380,ldhA,ECK120016405
ydbH,b1381,ydbH-ynbE-ydbL,ECK120026944
ynbE,b1382,ydbH-ynbE-ydbL,ECK120026944
ydbL,b1383,ydbH-ynbE-ydbL,ECK120026944
feaR,b1384,feaR,ECK120009779
feaR,b1384,feaR,ECK125162172
feaR,b1384,feaR,ECK125162173
feaR,b1384,feaR,ECK125162174
feaB,b1385,feaB,ECK120021213
feaB,b1385,feaB,ECK125162175
tynA,b1386,tynA,ECK120026945
tynA,b1386,tynA,ECK125162176
paaZ,b1387,paaZ,ECK120009758
paaA,b1388,paaABCDEFGHIJK,ECK120009778
paaB,b1389,paaABCDEFGHIJK,ECK120009778
paaC,b1390,paaABCDEFGHIJK,ECK120009778
paaD,b1391,paaABCDEFGHIJK,ECK120009778
paaE,b1392,paaABCDEFGHIJK,ECK120009778
paaF,b1393,paaABCDEFGHIJK,ECK120009778
paaG,b1394,paaABCDEFGHIJK,ECK120009778
paaH,b1395,paaABCDEFGHIJK,ECK120009778
paaI,b1396,paaABCDEFGHIJK,ECK120009778
paaJ,b1397,paaABCDEFGHIJK,ECK120009778
paaK,b1398,paaABCDEFGHIJK,ECK120009778
paaX,b1399,paaXY,ECK120009813
paaY,b1400,paaXY,ECK120009813
ydbC,b1406,pdxI,ECK120026950
ydbD,b1407,ydbD,ECK120026951
ynbA,b1408,ynbABCD,ECK120026952
ynbB,b1409,ynbABCD,ECK120026952
ynbC,b1410,ynbABCD,ECK120026952
ynbD,b1411,ynbABCD,ECK120026952
azoR,b1412,azoR,ECK125140825
hrpA,b1413,hrpA,ECK120026953
ydcF,b1414,ydcF,ECK120026954
aldA,b1415,aldA,ECK120009709
cybB,b1418,cybB,ECK120026955
rydC,b4597,rydC,ECK120030632
ydcA,b1419,ydcA,ECK120026956
hokB,b4428,hokB,ECK120026957
mokB,b1420,mokB,ECK120026958
sokB,b4429,sokB,ECK120026959
trg,b1421,trg,ECK120034136
ydcI,b1422,ydcI,ECK120021124
ydcJ,b1423,ydcJ,ECK120026960
opgD,b1424,opgD,ECK120026961
ydcH,b1426,ydcH,ECK120026962
rimL,b1427,rimL,ECK120009124
ydcK,b1428,ydcK,ECK120021125
tehA,b1429,tehAB,ECK120009552
tehB,b1430,tehAB,ECK120009552
ydcL,b1431,ydcL,ECK120026963
insQ,b1432,insQ,ECK120027913
ydcO,b1433,ydcO,ECK120021126
ydcN,b1434,sutR,ECK120026964
ydcP,b1435,rlhA,ECK120026965
yncJ,b1436,yncJ,ECK120027912
hicA,b4532,hicAB,ECK120026966
hicB,b1438,hicAB,ECK120026966
ydcR,b1439,ydcR,ECK120026967
ydcS,b1440,ydcSTUV-patD,ECK120009001
ydcS,b1440,ydcSTUV-patD,ECK125135665
ydcS,b1440,ydcSTUV-patD,ECK125160780
ydcT,b1441,ydcSTUV-patD,ECK120009001
ydcT,b1441,ydcSTUV-patD,ECK125135665
ydcT,b1441,ydcSTUV-patD,ECK125160780
ydcU,b1442,ydcSTUV-patD,ECK120009001
ydcU,b1442,ydcSTUV-patD,ECK125135665
ydcU,b1442,ydcSTUV-patD,ECK125160780
ydcV,b1443,ydcSTUV-patD,ECK120009001
ydcV,b1443,ydcSTUV-patD,ECK125135665
ydcV,b1443,ydcSTUV-patD,ECK125160780
patD,b1444,ydcSTUV-patD,ECK120009001
patD,b1444,patD,ECK120026968
patD,b1444,ydcSTUV-patD,ECK125135665
patD,b1444,ydcSTUV-patD,ECK125160780
yncL,b4598,yncL,ECK120027911
ydcX,b1445,ortT,ECK120026969
ydcY,b1446,ydcY,ECK120026970
ydcZ,b1447,mnaT-ydcZ,ECK120026971
mnaT,b1448,mnaT-ydcZ,ECK120026971
curA,b1449,curA,ECK120029314
mcbR,b1450,mcbR,ECK120026972
yncD,b1451,yncD,ECK120021066
yncE,b1452,yncE,ECK120021067
ansP,b1453,ansP,ECK120015353
ansP,b1453,ansP,ECK120015354
yncG,b1454,yncG,ECK120026973
yncH,b1455,yncH,ECK120026974
rhsE,b1456,rhsE-ydcD,ECK120026975
ydcD,b1457,rhsE-ydcD,ECK120026975
yncI,b1459,yncI,ECK120026976
ydcC,b1460,ydcC,ECK120026978
pptA,b1461,pptA,ECK120026979
yddH,b1462,yddH,ECK120021127
nhoA,b1463,nhoA,ECK120021232
yddE,b1464,yddE,ECK120026980
narV,b1465,narZYWV,ECK120009494
narV,b1465,narWV,ECK120016726
narW,b1466,narZYWV,ECK120009494
narW,b1466,narWV,ECK120016726
narY,b1467,narZYWV,ECK120009494
narZ,b1468,narZYWV,ECK120009494
narU,b1469,narU,ECK120010910
narU,b1469,narU,ECK120010911
yddK,b1471,yddLKJ,ECK120026982
yddL,b1472,yddLKJ,ECK120026982
yddG,b1473,yddG,ECK120026983
fdnG,b1474,fdnGHI,ECK120009348
fdnH,b1475,fdnGHI,ECK120009348
fdnI,b1476,fdnGHI,ECK120009348
yddM,b1477,yddM,ECK120026984
adhP,b1478,adhP,ECK120029315
maeA,b1479,maeA,ECK120026985
sra,b1480,sra,ECK120009008
sra,b1480,bdm-sra,ECK120015172
bdm,b1481,bdm-sra,ECK120015172
osmC,b1482,osmC,ECK120011099
osmC,b1482,osmC,ECK120011100
ddpF,b1483,ddpXABCDF,ECK120008999
ddpF,b1483,ddpXABCDF,ECK125140826
ddpF,b1483,ddpXABCDF,ECK125140827
ddpD,b1484,ddpXABCDF,ECK120008999
ddpD,b1484,ddpXABCDF,ECK125140826
ddpD,b1484,ddpXABCDF,ECK125140827
ddpC,b1485,ddpXABCDF,ECK120008999
ddpC,b1485,ddpXABCDF,ECK125140826
ddpC,b1485,ddpXABCDF,ECK125140827
ddpB,b1486,ddpXABCDF,ECK120008999
ddpB,b1486,ddpXABCDF,ECK125140826
ddpB,b1486,ddpXABCDF,ECK125140827
ddpA,b1487,ddpXABCDF,ECK120008999
ddpA,b1487,ddpXABCDF,ECK125140826
ddpA,b1487,ddpXABCDF,ECK125140827
ddpX,b1488,ddpXABCDF,ECK120008999
ddpX,b1488,ddpXABCDF,ECK125140826
ddpX,b1488,ddpXABCDF,ECK125140827
dosP,b1489,dosCP,ECK120020430
dosC,b1490,dosCP,ECK120020430
yddW,b1491,yddW,ECK120026986
gadC,b1492,gadBC,ECK120009757
gadC,b1492,gadC,ECK125135678
gadC,b1492,gadC,ECK125135679
gadC,b1492,gadC,ECK125135680
gadB,b1493,gadBC,ECK120009757
pqqL,b1494,pqqL,ECK120026987
yddB,b1495,yddAB,ECK120026988
yddA,b1496,yddAB,ECK120026988
ydeM,b1497,ydeM,ECK120026989
ydeM,b1497,ydeNM,ECK125135682
ydeN,b1498,ydeN,ECK120026990
ydeN,b1498,ydeNM,ECK125135682
ydeO,b1499,ydeO,ECK120015334
ydeO,b1499,safA-ydeO,ECK120033595
safA,b1500,safA-ydeO,ECK120033595
ydeP,b1501,ydeP,ECK120015478
ydeQ,b1502,ydeQ,ECK120026991
ydeR,b1503,ydeTSR,ECK120026992
ydeS,b1504,ydeTSR,ECK120026992
ydeT,b1505,ydeTSR,ECK120026992
yneL,b1506,yneL,ECK120026993
hipA,b1507,hipBA,ECK120009473
hipB,b1508,hipBA,ECK120009473
lsrK,b1511,lsrK,ECK120026996
lsrK,b1511,lsrRK,ECK120026997
lsrR,b1512,lsrRK,ECK120026997
lsrA,b1513,lsrACDBFG-tam,ECK120015341
lsrC,b1514,lsrACDBFG-tam,ECK120015341
lsrD,b1515,lsrACDBFG-tam,ECK120015341
lsrB,b1516,lsrACDBFG-tam,ECK120015341
lsrF,b1517,lsrACDBFG-tam,ECK120015341
lsrG,b1518,lsrACDBFG-tam,ECK120015341
tam,b1519,lsrACDBFG-tam,ECK120015341
tam,b1519,tam,ECK120026998
yneE,b1520,yneE,ECK120026999
uxaB,b1521,uxaB,ECK120009560
uxaB,b1521,uxaB,ECK125134714
yneF,b1522,dgcF,ECK120027000
yneG,b1523,glsB-yneG,ECK120027001
glsB,b1524,glsB-yneG,ECK120027001
sad,b1525,sad,ECK120027002
yneJ,b1526,yneJ,ECK120027003
yneK,b1527,yneK,ECK120027004
ydeA,b1528,ydeA,ECK120010885
marC,b1529,marC,ECK120021241
marR,b1530,marRAB,ECK120009381
marA,b1531,marRAB,ECK120009381
marB,b1532,marRAB,ECK120009381
eamA,b1533,eamA,ECK120021128
ydeE,b1534,ydeE,ECK120021129
yneM,b4599,mgtS,ECK120027005
mgrR,b4698,mgrR,ECK125108716
dgcZ,b1535,dgcZ,ECK120027006
ydeI,b1536,ydeI,ECK120027007
ydeI,b1536,ydeI,ECK125135688
ydeI,b1536,ydeI,ECK125135689
ydeJ,b1537,ydeJ,ECK120021130
dcp,b1538,dcp,ECK120021203
ydfG,b1539,ydfG,ECK120027008
rspR,b1540,ydfH,ECK120027009
ydfZ,b1541,ydfZ,ECK120027010
ydfI,b1542,ydfI,ECK120027011
ydfJ,b4600,ydfJ,ECK120027012
ydfK,b1544,ydfK,ECK120027013
pinQ,b1545,pinQ,ECK120027014
tfaQ,b1546,nohA-ydfN-tfaQ,ECK120015475
stfQ,b1547,nohA-ydfN-tfaQ,ECK120015475
nohQ,b1548,nohA-ydfN-tfaQ,ECK120015475
ynfO,b4533,ynfO-ydfO,ECK120027016
ydfO,b1549,ynfO-ydfO,ECK120027016
gnsB,b1550,gnsB,ECK120027017
ynfN,b1551,ynfN,ECK120027018
cspI,b1552,cspI,ECK120010984
