,gene_name,gene_id,tu_name,tu_id,operon_name,operon_id
1503,flgE,b1076,flgBCDEFGHIJ,ECK120009462,flgBCDEFGHIJ,ECK120016760
1504,flgF,b1077,flgBCDEFGHIJ,ECK120009462,flgBCDEFGHIJ,ECK120016760
1505,flgG,b1078,flgBCDEFGHIJ,ECK120009462,flgBCDEFGHIJ,ECK120016760
1506,flgH,b1079,flgBCDEFGHIJ,ECK120009462,flgBCDEFGHIJ,ECK120016760
1507,flgI,b1080,flgBCDEFGHIJ,ECK120009462,flgBCDEFGHIJ,ECK120016760
1508,flgJ,b1081,flgBCDEFGHIJ,ECK120009462,flgBCDEFGHIJ,ECK120016760
1509,flgK,b1082,flgKL,ECK120010890,flgKL,ECK120016762
1510,flgL,b1083,flgKL,ECK120010890,flgKL,ECK120016762
1511,rne,b1084,rne,ECK120016691,rne,ECK120016764
1512,rne,b1084,rne,ECK120029516,rne,ECK120016764
1513,rne,b1084,rne,ECK120029517,rne,ECK120016764
1514,rne,b1084,rne,ECK120034131,rne,ECK120016764
1515,yceQ,b1085,yceQ,ECK120026838,yceQ,ECK120028988
1516,rluC,b1086,rluC,ECK120026839,rluC,ECK120028989
1517,yceF,b1087,yceF,ECK120021108,yceF,ECK120023719
1518,yceD,b1088,yceD-rpmF,ECK120009801,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1519,yceD,b1088,yceD-rpmF,ECK120009802,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1520,rpmF,b1089,yceD-rpmF,ECK120009801,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1521,rpmF,b1089,yceD-rpmF,ECK120009802,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1522,rpmF,b1089,rpmF-plsX-fabHDG,ECK120015310,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1523,plsX,b1090,rpmF-plsX-fabHDG,ECK120015310,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1524,plsX,b1090,plsX-fabHDG,ECK120015313,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1525,fabH,b1091,fabHDG,ECK120009456,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1526,fabH,b1091,rpmF-plsX-fabHDG,ECK120015310,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1527,fabH,b1091,plsX-fabHDG,ECK120015313,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1528,fabD,b1092,fabHDG,ECK120009456,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1529,fabD,b1092,fabDG-acpP,ECK120009766,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1530,fabD,b1092,rpmF-plsX-fabHDG,ECK120015310,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1531,fabD,b1092,plsX-fabHDG,ECK120015313,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1532,fabG,b1093,fabHDG,ECK120009456,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1533,fabG,b1093,fabDG-acpP,ECK120009766,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1534,fabG,b1093,fabG-acpP,ECK120009767,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1535,fabG,b1093,rpmF-plsX-fabHDG,ECK120015310,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1536,fabG,b1093,plsX-fabHDG,ECK120015313,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1537,acpP,b1094,acpP-fabF,ECK120009765,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1538,acpP,b1094,fabDG-acpP,ECK120009766,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1539,acpP,b1094,fabG-acpP,ECK120009767,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1540,acpP,b1094,acpP,ECK125162166,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1541,fabF,b1095,acpP-fabF,ECK120009765,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1542,fabF,b1095,fabF,ECK125162167,yceD-rpmF-plsX-fabHDG-acpP-fabF,ECK120015842
1543,pabC,b1096,pabC-mltG-tmk-holB-ycfH,ECK120026840,pabC-mltG-tmk-holB-ycfH,ECK125235993
1544,yceG,b1097,pabC-mltG-tmk-holB-ycfH,ECK120026840,pabC-mltG-tmk-holB-ycfH,ECK125235993
1545,tmk,b1098,pabC-mltG-tmk-holB-ycfH,ECK120026840,pabC-mltG-tmk-holB-ycfH,ECK125235993
1546,holB,b1099,pabC-mltG-tmk-holB-ycfH,ECK120026840,pabC-mltG-tmk-holB-ycfH,ECK125235993
1547,ycfH,b1100,pabC-mltG-tmk-holB-ycfH,ECK120026840,pabC-mltG-tmk-holB-ycfH,ECK125235993
1548,ptsG,b1101,ptsG,ECK120008923,ptsG,ECK120014369
1549,ptsG,b1101,ptsG,ECK120008924,ptsG,ECK120014369
1550,fhuE,b1102,fhuE,ECK120008978,fhuE,ECK120014441
1551,hinT,b1103,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK125134997
1552,ycfL,b1104,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK125134997
1553,lpoB,b1105,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK125134997
1554,thiK,b1106,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK125134997
1555,nagZ,b1107,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK125134997
1556,ycfP,b1108,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK120026841,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK125134997
1557,ndh,b1109,ndh,ECK120009349,ndh,ECK120014953
1558,ycfJ,b1110,ycfJ,ECK120026842,ycfJ,ECK120028992
1559,ycfQ,b1111,comR,ECK120021109,comR,ECK125141402
1560,bhsA,b1112,bhsA,ECK120021110,bhsA,ECK120029995
1561,bhsA,b1112,bhsA,ECK125135560,bhsA,ECK120029995
1562,ldtC,b1113,ldtC,ECK120026843,ldtC,ECK125203379
1563,mfd,b1114,mfd,ECK120010905,mfd,ECK120014428
1564,mfd,b1114,mfd,ECK120010906,mfd,ECK120014428
1565,ycfT,b1115,ycfT,ECK120026845,ycfT,ECK120028994
1566,lolC,b1116,lolCDE,ECK120026846,lolCDE,ECK120028995
1567,lolD,b1117,lolCDE,ECK120026846,lolCDE,ECK120028995
1568,lolE,b1118,lolCDE,ECK120026846,lolCDE,ECK120028995
1569,nagK,b1119,nagK-cobB,ECK120026847,nagK-cobB,ECK120028996
1570,cobB,b1120,nagK-cobB,ECK120026847,nagK-cobB,ECK120028996
1571,ycfZ,b1121,ymfA-ycfZ,ECK120026848,ymfA-ycfZ,ECK120028997
1572,ymfA,b1122,ymfA-ycfZ,ECK120026848,ymfA-ycfZ,ECK120028997
1573,potD,b1123,potABCD,ECK120009509,potABCD,ECK120014615
1574,potC,b1124,potABCD,ECK120009509,potABCD,ECK120014615
1575,potB,b1125,potABCD,ECK120009509,potABCD,ECK120014615
1576,potA,b1126,potABCD,ECK120009509,potABCD,ECK120014615
1577,pepT,b1127,pepT,ECK120020436,pepT,ECK120020947
1578,roxA,b1128,roxA,ECK120026849,roxA,ECK125166143
1579,phoQ,b1129,phoPQ,ECK120009507,phoPQ,ECK120014479
1580,phoQ,b1129,phoPQ,ECK120009807,phoPQ,ECK120014479
1581,phoQ,b1129,phoPQ,ECK120033557,phoPQ,ECK120014479
1582,phoQ,b1129,phoQ,ECK125135568,phoPQ,ECK120014479
1583,phoP,b1130,phoPQ,ECK120009507,phoPQ,ECK120014479
1584,phoP,b1130,phoPQ,ECK120009807,phoPQ,ECK120014479
1585,phoP,b1130,phoPQ,ECK120033557,phoPQ,ECK120014479
1586,purB,b1131,hflD-purB,ECK120009247,hflD-purB,ECK120014867
1587,hflD,b1132,hflD-purB,ECK120009247,hflD-purB,ECK120014867
1588,mnmA,b1133,mnmA,ECK120030187,mnmA,ECK120030587
1589,nudJ,b1134,rluE-nudJ,ECK120026850,rluE-nudJ,ECK120028999
1590,rluE,b1135,rluE-nudJ,ECK120026850,rluE-nudJ,ECK120028999
1591,icd,b1136,icd,ECK120009299,icd,ECK120015843
1592,icd,b1136,icd,ECK120009610,icd,ECK120015843
1593,ymfD,b1137,ymfED,ECK120026852,ymfED,ECK120029001
1594,ymfE,b1138,ymfED,ECK120026852,ymfED,ECK120029001
1595,lit,b1139,lit,ECK120021262,lit,ECK120023628
1596,intE,b1140,ymfH-xisE-intE,ECK120026853,ymfH-xisE-intE,ECK120030515
1597,xisE,b1141,ymfH-xisE-intE,ECK120026853,ymfH-xisE-intE,ECK120030515
1598,ymfI,b1143,ymfI,ECK120021064,ymfI,ECK120023838
1599,ymfJ,b1144,ymfJ,ECK120026854,ymfJ,ECK120029003
1600,cohE,b1145,ymfK,ECK120026855,ymfK,ECK120029004
1601,croE,b1146,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK125272759
1602,ymfL,b1147,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK125272759
1603,ymfM,b1148,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK125272759
1604,ymfR,b1150,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK125272759
1605,beeE,b1151,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK125272759
1606,jayE,b1152,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK125272759
1607,ymfQ,b1153,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK125272759
1608,stfP,b1154,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK125272759
1609,tfaP,b1155,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK120026856,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK125272759
1610,tfaE,b1156,stfE-tfaE,ECK120026857,stfE-tfaE,ECK120028023
1611,stfE,b1157,stfE-tfaE,ECK120026857,stfE-tfaE,ECK120028023
1612,pinE,b1158,pinE,ECK120026858,pinE,ECK120030516
1613,mcrA,b1159,mcrA,ECK120026859,mcrA,ECK120029007
1614,icdC,b4519,icdC,ECK120026860,icdC,ECK120029008
1615,iraM,b1160,iraM,ECK120026861,iraM,ECK120034596
1616,iraM,b1160,iraM,ECK125134719,iraM,ECK120034596
1617,ycgX,b1161,ycgX,ECK120026862,ycgX,ECK120028024
1618,bluR,b1162,bluR,ECK120026863,bluR,ECK125147438
1619,bluF,b1163,bluF,ECK120026864,bluF,ECK125147439
1620,bluF,b1163,bluF,ECK125158011,bluF,ECK125147439
1621,ycgZ,b1164,ycgZ,ECK120026865,ycgZ-ymgA-ariR-ymgC,ECK125095387
1622,ycgZ,b1164,ycgZ-ymgA-ariR-ymgC,ECK120051389,ycgZ-ymgA-ariR-ymgC,ECK125095387
1623,ymgA,b1165,ymgA-ariR,ECK120026866,ycgZ-ymgA-ariR-ymgC,ECK125095387
1624,ymgA,b1165,ycgZ-ymgA-ariR-ymgC,ECK120051389,ycgZ-ymgA-ariR-ymgC,ECK125095387
1625,ariR,b1166,ymgA-ariR,ECK120026866,ycgZ-ymgA-ariR-ymgC,ECK125095387
1626,ariR,b1166,ycgZ-ymgA-ariR-ymgC,ECK120051389,ycgZ-ymgA-ariR-ymgC,ECK125095387
1627,ariR,b1166,ariR,ECK125199586,ycgZ-ymgA-ariR-ymgC,ECK125095387
1628,ymgC,b1167,ymgC,ECK120026867,ycgZ-ymgA-ariR-ymgC,ECK125095387
1629,ymgC,b1167,ycgZ-ymgA-ariR-ymgC,ECK120051389,ycgZ-ymgA-ariR-ymgC,ECK125095387
1630,ycgG,b1168,pdeG,ECK120026868,pdeG,ECK125229264
1631,ymgF,b4520,ymgF,ECK120026869,ymgF,ECK120029015
1632,ymgD,b1171,ymgGD,ECK120026872,ymgGD,ECK120028026
1633,ymgG,b1172,ymgGD,ECK120026872,ymgGD,ECK120028026
1634,ycgI,b4521,ymgH-ycgI,ECK120026873,ymgH-ycgI,ECK120029018
1635,minE,b1174,minCDE,ECK120009487,minCDE,ECK120014821
1636,minD,b1175,minCDE,ECK120009487,minCDE,ECK120014821
1637,minC,b1176,minCDE,ECK120009487,minCDE,ECK120014821
1638,ycgJ,b1177,ycgJ,ECK120021112,ycgJ,ECK120023723
1639,pliG,b1178,pliG,ECK120021113,pliG,ECK125134995
1640,ycgL,b1179,ycgL,ECK120026874,ycgL,ECK120029019
1641,ycgM,b1180,ycgM,ECK120026875,ycgM,ECK120029020
1642,ycgN,b1181,ycgN,ECK120026876,ycgN,ECK120028027
1643,hlyE,b1182,hlyE,ECK120009794,hlyE,ECK120014469
1644,umuD,b1183,umuDC,ECK120009371,umuDC,ECK120014727
1645,umuC,b1184,umuDC,ECK120009371,umuDC,ECK120014727
1646,dsbB,b1185,dsbB,ECK120026877,dsbB,ECK120029021
1647,nhaB,b1186,nhaB,ECK120026878,nhaB,ECK120029022
1648,fadR,b1187,fadR,ECK120021212,fadR,ECK120023663
1649,fadR,b1187,fadR,ECK120049200,fadR,ECK120023663
1650,ycgB,b1188,ycgB,ECK120021111,ycgB,ECK120023722
1651,dadA,b1189,dadAX,ECK120009445,dadAX,ECK120014594
1652,dadA,b1189,dadAX,ECK120009768,dadAX,ECK120014594
1653,dadA,b1189,dadAX,ECK120009769,dadAX,ECK120014594
1654,dadX,b1190,dadAX,ECK120009445,dadAX,ECK120014594
1655,dadX,b1190,dadAX,ECK120009768,dadAX,ECK120014594
1656,dadX,b1190,dadAX,ECK120009769,dadAX,ECK120014594
1657,cvrA,b1191,cvrA,ECK120026879,cvrA,ECK120029023
1658,ldcA,b1192,ldcA,ECK120026880,ldcA,ECK120029024
1659,emtA,b1193,emtA,ECK120021209,emtA,ECK120023660
1660,ycgR,b1194,ycgR,ECK120010893,ycgR,ECK120014402
1661,ymgE,b1195,ymgE,ECK120026881,ymgE,ECK120028028
1662,ycgY,b1196,ycgY,ECK120026882,ycgY,ECK120029025
1663,treA,b1197,treA,ECK120009582,treA,ECK120014670
1664,dhaM,b1198,dhaKLM,ECK120015345,dhaKLM,ECK120015876
1665,dhaM,b1198,dhaM,ECK120033754,dhaKLM,ECK120015876
1666,dhaL,b1199,dhaKLM,ECK120015345,dhaKLM,ECK120015876
1667,dhaK,b1200,dhaKLM,ECK120015345,dhaKLM,ECK120015876
1668,dhaR,b1201,dhaR,ECK120015344,dhaR,ECK120015875
1669,ycgV,b1202,ycgV,ECK120026883,ycgV,ECK120029026
1670,ychF,b1203,pth-ychF,ECK120008956,pth-ychF,ECK120014412
1671,ychF,b1203,ychF,ECK120008957,pth-ychF,ECK120014412
1672,pth,b1204,pth-ychF,ECK120008956,pth-ychF,ECK120014412
1673,ychH,b1205,ychH,ECK120021114,ychH,ECK120023725
1674,dauA,b1206,dauA,ECK120026884,dauA,ECK125160634
1675,prs,b1207,prs,ECK120009394,lolB-ispE-prs,ECK120030535
1676,prs,b1207,lolB-ispE-prs,ECK120015373,lolB-ispE-prs,ECK120030535
1677,ispE,b1208,lolB-ispE-prs,ECK120015373,lolB-ispE-prs,ECK120030535
1678,lolB,b1209,lolB-ispE-prs,ECK120015373,lolB-ispE-prs,ECK120030535
1679,hemA,b1210,hemA-prfA-prmC,ECK120009019,hemA-prfA-prmC,ECK120030549
1680,hemA,b1210,hemA,ECK120009020,hemA-prfA-prmC,ECK120030549
1681,prfA,b1211,hemA-prfA-prmC,ECK120009019,hemA-prfA-prmC,ECK120030549
1682,prmC,b1212,hemA-prfA-prmC,ECK120009019,hemA-prfA-prmC,ECK120030549
1683,ychQ,b1213,ychQA-kdsA,ECK120009737,ychQA-kdsA,ECK120014580
1684,ychA,b1214,ychQA-kdsA,ECK120009737,ychQA-kdsA,ECK120014580
1685,kdsA,b1215,ychQA-kdsA,ECK120009737,ychQA-kdsA,ECK120014580
1686,kdsA,b1215,kdsA,ECK120009738,ychQA-kdsA,ECK120014580
1687,ldrA,b4419,ldrA,ECK120021257,ldrA,ECK120023708
1688,rdlA,b4420,rdlA,ECK120020442,rdlA,ECK120020953
1689,ldrB,b4421,ldrB,ECK120021258,ldrB,ECK120023709
1690,rdlB,b4422,rdlB,ECK120020443,rdlB,ECK120020954
1691,ldrC,b4423,ldrC,ECK120021259,ldrC,ECK120023630
1692,rdlC,b4424,rdlC,ECK120020444,rdlC,ECK120020955
1693,chaA,b1216,chaA,ECK120021197,chaA,ECK120023647
1694,chaB,b1217,chaBC,ECK120009439,chaBC,ECK120014788
1695,chaC,b1218,chaBC,ECK120009439,chaBC,ECK120014788
1696,chaC,b1218,chaC,ECK120033242,chaBC,ECK120014788
1697,ychN,b1219,ychN,ECK120021115,ychN,ECK120023726
1698,ychO,b1220,ychO,ECK120021116,ychO,ECK120023727
1699,narL,b1221,narXL,ECK120009347,narXL,ECK120014951
1700,narX,b1222,narXL,ECK120009347,narXL,ECK120014951
1701,narK,b1223,narK,ECK120009238,narK,ECK120014859
1702,narK,b1223,narK,ECK120015958,narK,ECK120014859
1703,narG,b1224,narGHJI,ECK120009237,narGHJI,ECK120014858
1704,narH,b1225,narGHJI,ECK120009237,narGHJI,ECK120014858
1705,narJ,b1226,narGHJI,ECK120009237,narGHJI,ECK120014858
1706,narI,b1227,narGHJI,ECK120009237,narGHJI,ECK120014858
1707,rttR,b4425,rttR,ECK120026886,rttR,ECK120029401
1708,tpr,b1229,tyrTV-tpr,ECK120009693,tyrTV-tpr,ECK120014547
1709,tpr,b1229,tyrV-tpr,ECK120033760,tyrTV-tpr,ECK120014547
1710,tyrV,b1230,tyrTV-tpr,ECK120009693,tyrTV-tpr,ECK120014547
1711,tyrV,b1230,tyrV-tpr,ECK120033760,tyrTV-tpr,ECK120014547
1712,tyrT,b1231,tyrTV-tpr,ECK120009693,tyrTV-tpr,ECK120014547
1713,purU,b1232,purU,ECK120029309,purU,ECK120029402
1714,purU,b1232,purU,ECK125135598,purU,ECK120029402
1715,purU,b1232,purU,ECK125135599,purU,ECK120029402
1716,ychJ,b1233,ychJ,ECK120026887,ychJ,ECK120029029
1717,rssA,b1234,rssAB,ECK120016337,rssAB,ECK120016653
1718,rssB,b1235,rssB,ECK120016334,rssAB,ECK120016653
1719,rssB,b1235,rssAB,ECK120016337,rssAB,ECK120016653
1720,galU,b1236,galU,ECK120015321,galU,ECK120015923
1721,hns,b1237,hns,ECK120009331,hns,ECK120014937
1722,tdk,b1238,tdk,ECK120020472,tdk,ECK120020983
1723,adhE,b1241,adhE,ECK120009389,adhE,ECK120014608
1724,adhE,b1241,adhE,ECK120009789,adhE,ECK120014608
1725,ychE,b1242,ychE,ECK120026889,ychE,ECK120029031
1726,oppA,b1243,oppABCDF,ECK120009412,oppABCDF,ECK120014764
1727,oppB,b1244,oppABCDF,ECK120009412,oppABCDF,ECK120014764
1728,oppC,b1245,oppABCDF,ECK120009412,oppABCDF,ECK120014764
1729,oppD,b1246,oppABCDF,ECK120009412,oppABCDF,ECK120014764
1730,oppF,b1247,oppABCDF,ECK120009412,oppABCDF,ECK120014764
1731,yciU,b1248,clsA-yciU,ECK120011121,clsA-yciU,ECK125147415
1732,clsA,b1249,clsA-yciU,ECK120011121,clsA-yciU,ECK125147415
1733,yciY,b4595,yciY,ECK120027914,yciY,ECK120028053
1734,kch,b1250,kch,ECK120010959,kch,ECK120015078
1735,yciI,b1251,yciI,ECK120026892,yciI,ECK120029032
1736,tonB,b1252,tonB,ECK120009358,tonB,ECK120014717
1737,yciA,b1253,yciA,ECK120026893,yciA,ECK120029033
1738,yciB,b1254,yciCB,ECK120026894,yciCB,ECK120029034
1739,yciC,b1255,yciCB,ECK120026894,yciCB,ECK120029034
1740,ompW,b1256,ompW,ECK120021227,ompW,ECK120023678
1741,yciE,b1257,yciGFE,ECK120026897,yciGFE,ECK120028031
1742,yciE,b1257,yciE,ECK125122030,yciGFE,ECK120028031
1743,yciF,b1258,yciGFE,ECK120026897,yciGFE,ECK120028031
1744,yciG,b1259,yciGFE,ECK120026897,yciGFE,ECK120028031
1745,yciG,b1259,yciG,ECK125122029,yciGFE,ECK120028031
1746,trpA,b1260,trpLEDCBA,ECK120009260,trpLEDCBA,ECK120014577
1747,trpA,b1260,trpCBA,ECK120009734,trpLEDCBA,ECK120014577
1748,trpB,b1261,trpLEDCBA,ECK120009260,trpLEDCBA,ECK120014577
1749,trpB,b1261,trpCBA,ECK120009734,trpLEDCBA,ECK120014577
1750,trpC,b1262,trpLEDCBA,ECK120009260,trpLEDCBA,ECK120014577
1751,trpC,b1262,trpCBA,ECK120009734,trpLEDCBA,ECK120014577
1752,trpD,b1263,trpLEDCBA,ECK120009260,trpLEDCBA,ECK120014577
1753,trpE,b1264,trpLEDCBA,ECK120009260,trpLEDCBA,ECK120014577
1754,trpL,b1265,trpLEDCBA,ECK120009260,trpLEDCBA,ECK120014577
1755,trpL,b1265,trpL,ECK125158016,trpLEDCBA,ECK120014577
1756,yciV,b1266,yciVOQ,ECK120026898,yciVOQ,ECK120029035
1757,yciO,b1267,yciVOQ,ECK120026898,yciVOQ,ECK120029035
1758,yciQ,b1268,yciVOQ,ECK120026898,yciVOQ,ECK120029035
1759,rluB,b1269,rluB,ECK120026899,rluB,ECK120029036
1760,btuR,b1270,yciK-btuR,ECK120026900,yciK-btuR,ECK120028032
1761,yciK,b1271,yciK-btuR,ECK120026900,yciK-btuR,ECK120028032
1762,sohB,b1272,sohB,ECK120009190,sohB,ECK120015028
1763,sohB,b1272,sohB,ECK120009191,sohB,ECK120015028
1764,yciN,b1273,yciN,ECK120021117,yciN,ECK120023728
1765,topA,b1274,topA,ECK120011101,topA,ECK120014438
1766,topA,b1274,topA,ECK120011102,topA,ECK120014438
1767,topA,b1274,topA,ECK120011103,topA,ECK120014438
1768,topA,b1274,topA,ECK120011104,topA,ECK120014438
1769,topA,b1274,topA,ECK120011105,topA,ECK120014438
1770,cysB,b1275,cysB,ECK120009270,cysB,ECK120014888
1771,ymiA,b4522,ymiA-yciX,ECK120026902,ymiA-yciX,ECK120030507
1772,yciX,b4523,ymiA-yciX,ECK120026902,ymiA-yciX,ECK120030507
1773,acnA,b1276,acnA,ECK120009826,acnA,ECK120014500
1774,acnA,b1276,acnA,ECK120009827,acnA,ECK120014500
1775,acnA,b1276,acnA,ECK120034134,acnA,ECK120014500
1776,ribA,b1277,ribA,ECK120011127,ribA,ECK120014410
1777,ribA,b1277,ribA,ECK120011137,ribA,ECK120014410
1778,pgpB,b1278,pgpB,ECK120026903,pgpB,ECK120029038
1779,yciS,b1279,lapAB,ECK120026904,lapAB-pyrF-yciH,ECK125166136
1780,yciS,b1279,lapAB-pyrF-yciH,ECK120033561,lapAB-pyrF-yciH,ECK125166136
1781,yciS,b1279,lapAB,ECK125165932,lapAB-pyrF-yciH,ECK125166136
1782,yciM,b1280,lapAB,ECK120026904,lapAB-pyrF-yciH,ECK125166136
1783,yciM,b1280,lapAB-pyrF-yciH,ECK120033561,lapAB-pyrF-yciH,ECK125166136
1784,yciM,b1280,lapAB,ECK125165932,lapAB-pyrF-yciH,ECK125166136
1785,pyrF,b1281,pyrF-yciH,ECK120011060,lapAB-pyrF-yciH,ECK125166136
1786,pyrF,b1281,lapAB-pyrF-yciH,ECK120033561,lapAB-pyrF-yciH,ECK125166136
1787,yciH,b1282,pyrF-yciH,ECK120011060,lapAB-pyrF-yciH,ECK125166136
1788,yciH,b1282,lapAB-pyrF-yciH,ECK120033561,lapAB-pyrF-yciH,ECK125166136
1789,osmB,b1283,osmB,ECK120009575,osmB,ECK120014665
1790,osmB,b1283,osmB,ECK120009576,osmB,ECK120014665
1791,yciT,b1284,yciZT,ECK120020427,yciZT,ECK120034588
1792,yciT,b1284,yciT,ECK125136335,yciZT,ECK120034588
1793,yciZ,b4596,yciZT,ECK120020427,yciZT,ECK120034588
1794,gmr,b1285,pdeR,ECK120010941,pdeR,ECK125229285
1795,rnb,b1286,rnb,ECK120009795,rnb,ECK120014470
1796,rnb,b1286,rnb,ECK120009796,rnb,ECK120014470
1797,yciW,b1287,yciW,ECK120026907,yciW,ECK120029040
1798,fabI,b1288,fabI,ECK120026908,fabI,ECK120029041
1799,fabI,b1288,fabI,ECK125203408,fabI,ECK120029041
1800,ycjD,b1289,ycjD,ECK120026909,ycjD,ECK120029042
1801,sapF,b1290,sapABCDF,ECK120026910,sapABCDF,ECK120028034
1802,sapD,b1291,sapABCDF,ECK120026910,sapABCDF,ECK120028034
1803,sapC,b1292,sapABCDF,ECK120026910,sapABCDF,ECK120028034
1804,sapB,b1293,sapABCDF,ECK120026910,sapABCDF,ECK120028034
1805,sapA,b1294,sapABCDF,ECK120026910,sapABCDF,ECK120028034
1806,ymjA,b1295,ymjA,ECK120026911,ymjA,ECK120029043
1807,puuP,b1296,puuP,ECK120010960,puuAP,ECK125160708
1808,puuP,b1296,puuAP,ECK120029310,puuAP,ECK125160708
1809,puuA,b1297,puuAP,ECK120029310,puuAP,ECK125160708
1810,puuD,b1298,puuDRCBE,ECK120026913,puuDRCBE,ECK125160709
1811,puuR,b1299,puuDRCBE,ECK120026913,puuDRCBE,ECK125160709
1812,puuC,b1300,puuDRCBE,ECK120026913,puuDRCBE,ECK125160709
1813,puuC,b1300,puuCBE,ECK120026914,puuDRCBE,ECK125160709
1814,puuB,b1301,puuDRCBE,ECK120026913,puuDRCBE,ECK125160709
1815,puuB,b1301,puuCBE,ECK120026914,puuDRCBE,ECK125160709
1816,puuE,b1302,puuDRCBE,ECK120026913,puuDRCBE,ECK125160709
1817,puuE,b1302,puuCBE,ECK120026914,puuDRCBE,ECK125160709
1818,pspF,b1303,pspF,ECK120010897,pspF,ECK120026313
1819,pspF,b1303,pspF,ECK120010898,pspF,ECK120026313
1820,pspF,b1303,pspF,ECK120010899,pspF,ECK120026313
1821,pspA,b1304,pspABCDE,ECK120009514,pspABCDE,ECK120014620
1822,pspB,b1305,pspABCDE,ECK120009514,pspABCDE,ECK120014620
1823,pspB,b1305,pspBCDE,ECK120033598,pspABCDE,ECK120014620
1824,pspC,b1306,pspABCDE,ECK120009514,pspABCDE,ECK120014620
1825,pspC,b1306,pspBCDE,ECK120033598,pspABCDE,ECK120014620
1826,pspD,b1307,pspABCDE,ECK120009514,pspABCDE,ECK120014620
1827,pspD,b1307,pspBCDE,ECK120033598,pspABCDE,ECK120014620
1828,pspE,b1308,pspABCDE,ECK120009514,pspABCDE,ECK120014620
1829,pspE,b1308,pspBCDE,ECK120033598,pspABCDE,ECK120014620
1830,pspE,b1308,pspE,ECK120033747,pspABCDE,ECK120014620
